CBD_New,LAT,LON,THK,SRF
706,-82.167892,-137.7034,9999,9999
707,-82.167892,-137.868698,9999,9999
708,-82.163895,-138.044998,9999,9999
709,-82.162506,-138.214493,9999,9999
710,-82.159805,-138.378403,9999,9999
711,-82.158493,-138.552002,9999,9999
712,-82.155701,-138.715897,9999,9999
713,-82.155807,-138.875702,9999,9999
714,-82.155807,-139.045303,9999,9999
715,-82.154495,-139.209198,9999,9999
716,-82.154495,-139.378693,9999,9999
717,-82.149002,-139.559097,9999,9999
718,-82.147705,-139.723099,9999,9999
719,-82.1436,-139.899399,9999,9999
720,-82.139496,-140.053696,9999,9999
721,-82.136795,-140.216293,9999,9999
722,-82.134094,-140.382996,9999,9999
723,-82.131302,-140.555206,9999,9999
724,-82.128601,-140.713699,9999,9999
725,-82.1259,-140.881805,9999,9999
726,-82.1259,-141.059494,9999,9999
727,-82.121796,-141.220703,9999,9999
728,-82.116394,-141.384705,9999,9999
729,-82.113693,-141.558304,9999,9999
730,-82.110901,-141.716705,9999,9999
731,-82.1082,-141.883408,9999,9999
732,-82.105499,-142.037796,9999,9999
733,-82.102798,-142.214096,9999,9999
734,-82.102798,-142.373993,9999,9999
735,-82.100098,-142.551804,9999,9999
736,-82.098694,-142.718506,9999,9999
737,-82.094604,-142.881104,9999,9999
738,-82.091904,-143.046402,9999,9999
739,-82.089203,-143.211807,9999,9999
740,-82.085098,-143.364807,9999,9999
741,-82.082397,-143.526001,9999,9999
742,-82.079605,-143.694107,9999,9999
743,-82.076904,-143.869003,9999,9999
744,-82.0728,-144.035797,9999,9999
745,-82.070099,-144.191605,9999,9999
746,-82.063202,-144.354095,9999,9999
747,-82.059097,-144.516693,9999,9999
748,-82.053604,-144.671097,9999,9999
749,-82.049606,-144.839203,9999,9999
750,-82.045395,-145.000397,9999,9999
751,-82.041397,-145.160202,9999,9999
752,-82.037201,-145.310394,9999,9999
753,-82.033096,-145.490997,9999,9999
754,-82.027695,-145.653503,9999,9999
755,-82.020798,-145.805099,9999,9999
756,-82.015396,-145.956696,9999,9999
757,-82.008499,-146.109604,9999,9999
758,-82.004395,-146.268097,9999,9999
759,-82.000305,-146.429398,9999,9999
760,-81.994797,-146.582306,9999,9999
761,-81.990707,-146.746307,9999,9999
762,-81.986603,-146.918503,9999,9999
763,-81.979797,-147.070099,9999,9999
764,-81.974304,-147.231293,9999,9999
765,-81.9702,-147.382996,9999,9999
766,-81.964706,-147.544098,9999,9999
767,-81.960602,-147.702698,9999,9999
768,-81.955093,-147.859802,9999,9999
769,-81.952393,-148.012802,9999,9999
770,-81.946899,-148.172607,9999,9999
771,-81.938599,-148.348907,9999,9999
772,-81.931793,-148.493698,9999,9999
773,-81.927704,-148.649399,9999,9999
774,-81.920807,-148.803696,9999,9999
775,-81.915298,-148.955307,9999,9999
776,-81.912598,-149.101395,9999,9999
777,-81.908493,-149.2668,9999,9999
778,-81.904404,-149.426697,9999,9999
779,-81.900299,-149.582397,9999,9999
780,-81.897507,-149.742294,9999,9999
781,-81.889297,-149.899399,9999,9999
782,-81.882401,-150.045395,9999,9999
783,-81.875595,-150.192902,9999,9999
784,-81.870102,-150.341797,9999,9999
785,-81.861893,-150.489197,9999,9999
786,-81.857803,-150.639496,9999,9999
787,-81.850906,-150.784195,9999,9999
788,-81.845398,-150.938507,9999,9999
789,-81.839905,-151.105194,9999,9999
790,-81.834503,-151.259598,9999,9999
791,-81.827606,-151.400208,9999,9999
792,-81.822098,-151.543594,9999,9999
793,-81.815201,-151.700607,9999,9999
794,-81.808395,-151.845398,9999,9999
795,-81.804306,-151.988693,9999,9999
796,-81.796005,-152.141602,9999,9999
797,-81.7892,-152.289093,9999,9999
798,-81.782303,-152.447601,9999,9999
799,-81.775497,-152.595001,9999,9999
800,-81.770004,-152.748001,9999,9999
801,-81.761703,-152.888596,9999,9999
802,-81.757599,-153.034698,9999,9999
803,-81.752106,-153.193207,9999,9999
804,-81.7453,-153.335098,9999,9999
805,-81.738403,-153.481201,9999,9999
806,-81.730103,-153.624496,9999,9999
807,-81.723297,-153.780197,9999,9999
808,-81.714996,-153.924896,9999,9999
809,-81.708206,-154.068298,9999,9999
810,-81.701294,-154.217102,9999,9999
811,-81.694397,-154.361801,9999,9999
812,-81.687607,-154.5121,9999,9999
813,-81.679306,-154.658096,9999,9999
814,-81.671097,-154.798599,9999,9999
815,-81.662796,-154.942001,9999,9999
816,-81.651901,-155.089401,9999,9999
817,-81.6436,-155.231293,9999,9999
818,-81.636703,-155.371902,9999,9999
819,-81.627106,-155.506897,9999,9999
820,-81.617493,-155.646103,9999,9999
821,-81.607895,-155.796204,9999,9999
822,-81.602402,-155.935501,9999,9999
823,-81.592804,-156.070496,9999,9999
824,-81.584503,-156.216599,9999,9999
825,-81.573593,-156.366699,9999,9999
826,-81.565308,-156.507294,9999,9999
827,-81.558502,-156.643707,9999,9999
828,-81.552902,-156.788498,9999,9999
829,-81.552902,-156.936005,9999,9999
830,-81.554306,-157.083603,9999,9999
831,-81.552902,-157.235306,9999,9999
832,-81.551498,-157.385498,9999,9999
833,-81.551498,-157.531693,9999,9999
834,-81.550201,-157.683395,9999,9999
835,-81.550095,-157.815796,9999,9999
836,-81.548798,-157.948303,9999,9999
837,-81.548798,-158.0793,9999,9999
838,-81.548798,-158.203506,9999,9999
839,-81.547394,-158.328995,9999,9999
840,-81.547394,-158.466904,9999,9999
841,-81.547394,-158.585602,9999,9999
842,-81.543198,-158.711105,9999,9999
843,-81.541901,-158.848999,9999,9999
844,-81.541901,-158.977402,9999,9999
845,-81.540497,-159.089096,9999,9999
846,-81.537704,-159.203598,9999,9999
847,-81.537704,-159.325104,9999,9999
848,-81.535004,-159.445099,9999,9999
849,-81.532196,-159.556793,9999,9999
850,-81.530899,-159.671402,9999,9999
851,-81.530899,-159.785904,9999,9999
852,-81.526703,-159.916901,9999,9999
853,-81.526703,-160.035599,9999,9999
854,-81.524002,-160.1474,9999,9999
855,-81.524002,-160.266098,9999,9999
856,-81.525299,-160.380707,9999,9999
857,-81.522598,-160.499298,9999,9999
858,-81.519806,-160.616501,9999,9999
859,-81.519806,-160.735306,9999,9999
860,-81.518402,-160.858002,9999,9999
861,-81.516998,-160.997299,9999,9999
862,-81.516998,-161.115997,9999,9999
863,-81.515594,-161.241501,9999,9999
864,-81.514297,-161.364304,9999,9999
865,-81.512894,-161.488495,9999,9999
866,-81.511505,-161.612701,9999,9999
867,-81.511505,-161.749207,9999,9999
868,-81.508698,-161.877502,9999,9999
869,-81.507294,-162.014099,9999,9999
870,-81.504593,-162.139603,9999,9999
871,-81.500397,-162.255402,9999,9999
872,-81.497696,-162.379593,9999,9999
873,-81.4935,-162.513306,9999,9999
874,-81.489395,-162.638794,9999,9999
875,-81.489395,-162.774002,9999,9999
876,-81.489395,-162.895493,9999,9999
877,-81.486603,-163.025101,9999,9999
878,-81.481094,-163.176697,9999,9999
879,-81.479706,-163.314606,9999,9999
880,-81.475494,-163.464798,9999,9999
881,-81.472794,-163.6138,9999,9999
882,-81.470001,-163.757202,9999,9999
883,-81.465897,-163.923904,9999,9999
884,-81.4617,-164.085098,9999,9999
885,-81.458893,-164.232605,9999,9999
886,-81.454803,-164.389694,9999,9999
887,-81.450607,-164.553696,9999,9999
888,-81.446503,-164.702698,9999,9999
889,-81.443695,-164.851501,9999,9999
890,-81.438202,-164.988007,9999,9999
891,-81.435394,-165.127197,9999,9999
892,-81.431198,-165.270599,9999,9999
893,-81.427094,-165.411194,9999,9999
894,-81.424301,-165.551804,9999,9999
895,-81.420197,-165.692505,9999,9999
896,-81.414597,-165.856506,9999,9999
897,-81.406403,-165.985992,9999,9999
898,-81.399506,-166.126495,9999,9999
899,-81.391205,-166.265701,9999,9999
900,-81.384293,-166.404907,9999,9999
901,-81.377396,-166.544098,9999,9999
902,-81.369202,-166.677704,9999,9999
903,-81.360901,-166.811401,9999,9999
904,-81.3526,-166.9505,9999,9999
905,-81.344299,-167.102097,9999,9999
906,-81.337402,-167.238495,9999,9999
907,-81.329193,-167.377594,9999,9999
908,-81.322296,-167.503006,9999,9999
909,-81.312607,-167.646301,9999,9999
910,-81.307098,-167.778595,9999,9999
911,-81.298798,-167.920502,9999,9999
912,-81.291901,-168.055603,9999,9999
913,-81.282303,-168.190598,9999,9999
914,-81.275406,-168.335205,9999,9999
915,-81.265701,-168.474304,9999,9999
916,-81.261597,-168.614899,9999,9999
917,-81.249207,-168.749802,9999,9999
918,-81.243607,-168.8918,9999,9999
919,-81.233994,-169.028198,9999,9999
920,-81.224304,-169.175507,9999,9999
921,-81.216095,-169.309097,9999,9999
922,-81.206406,-169.444107,9999,9999
923,-81.198105,-169.595703,9999,9999
924,-81.188507,-169.736206,9999,9999
925,-81.180206,-169.873901,9999,9999
926,-81.171906,-170.011597,9999,9999
927,-81.164993,-170.152206,9999,9999
928,-81.154007,-170.289902,9999,9999
929,-81.145706,-170.434494,9999,9999
930,-81.137405,-170.572296,9999,9999
931,-81.127808,-170.707199,9999,9999
932,-81.119507,-170.858704,9999,9999
933,-81.108505,-170.993698,9999,9999
934,-81.100204,-171.131393,9999,9999
935,-81.089096,-171.278702,9999,9999
936,-81.082199,-171.4151,9999,9999
937,-81.072601,-171.551407,9999,9999
938,-81.062897,-171.686401,9999,9999
939,-81.053299,-171.830994,9999,9999
940,-81.046402,-171.964706,9999,9999
941,-81.038101,-172.112,9999,9999
942,-81.025696,-172.257996,9999,9999
943,-81.016006,-172.391495,9999,9999
944,-81.005005,-172.527802,9999,9999
945,-80.9953,-172.660004,9999,9999
946,-80.987,-172.804596,9999,9999
947,-80.978699,-172.942398,9999,9999
948,-80.969101,-173.078705,9999,9999
949,-80.957993,-173.217697,9999,9999
950,-80.948395,-173.366394,9999,9999
951,-80.940094,-173.504196,9999,9999
952,-80.930405,-173.640503,9999,9999
953,-80.919403,-173.776794,9999,9999
954,-80.908295,-173.914398,9999,9999
955,-80.900101,-174.048004,9999,9999
956,-80.889008,-174.184296,9999,9999
957,-80.880707,-174.330307,9999,9999
958,-80.869705,-174.463806,9999,9999
959,-80.861404,-174.616699,9999,9999
960,-80.8517,-174.755707,9999,9999
961,-80.839294,-174.885101,9999,9999
962,-80.826904,-175.014496,9999,9999
963,-80.815903,-175.143906,9999,9999
964,-80.803497,-175.266495,9999,9999
965,-80.791107,-175.394394,9999,9999
966,-80.777298,-175.5224,9999,9999
967,-80.766296,-175.644897,9999,9999
968,-80.752502,-175.787994,9999,9999
969,-80.741394,-175.914703,9999,9999
970,-80.729004,-176.046799,9999,9999
971,-80.718002,-176.172104,9999,9999
972,-80.705597,-176.309692,9999,9999
973,-80.6931,-176.439102,9999,9999
974,-80.680695,-176.560196,9999,9999
975,-80.668304,-176.7005,9999,9999
976,-80.655899,-176.829895,9999,9999
977,-80.643494,-176.964798,9999,9999
978,-80.632401,-177.094193,9999,9999
979,-80.619995,-177.222107,9999,9999
980,-80.608994,-177.350204,9999,9999
981,-80.5952,-177.478104,9999,9999
982,-80.584198,-177.606094,9999,9999
983,-80.573105,-177.7341,9999,9999
984,-80.560699,-177.860703,9999,9999
985,-80.546906,-177.987305,9999,9999
986,-80.5345,-178.1194,9999,9999
987,-80.520706,-178.250107,9999,9999
988,-80.508301,-178.365707,9999,9999
989,-80.497299,-178.490997,9999,9999
990,-80.483505,-178.616196,9999,9999
991,-80.472397,-178.740097,9999,9999
992,-80.461395,-178.863907,9999,9999
993,-80.449005,-178.978195,9999,9999
994,-80.437897,-179.100601,9999,9999
995,-80.425507,-179.235504,9999,9999
996,-80.414505,-179.352493,9999,9999
997,-80.4048,-179.476395,9999,9999
998,-80.393799,-179.597504,9999,9999
999,-80.382706,-179.714493,9999,9999
1000,-80.371704,-179.831497,9999,9999
1001,-80.356598,-179.952499,9999,9999
1002,-80.3414,179.930603,9999,9999
1003,-80.326202,179.826004,9999,9999
1004,-80.312393,179.7146,9999,9999
1005,-80.297302,179.604599,9999,9999
1006,-80.283493,179.495804,9999,9999
1007,-80.266998,179.385895,9999,9999
1008,-80.253204,179.273102,9999,9999
1009,-80.236603,179.153397,9999,9999
1010,-80.220093,179.046204,9999,9999
1011,-80.206299,178.942993,9999,9999
1012,-80.191193,178.835693,9999,9999
1013,-80.175995,178.713303,9999,9999
1014,-80.162201,178.600494,9999,9999
1015,-80.147003,178.483597,9999,9999
1016,-80.134598,178.362595,9999,9999
1017,-80.122192,178.245605,9999,9999
1018,-80.107101,178.139694,9999,9999
1019,-80.0905,178.029694,9999,9999
1020,-80.076706,177.925201,9999,9999
1021,-80.062897,177.809601,9999,9999
1022,-80.044998,177.695496,9999,9999
1023,-80.031204,177.581406,9999,9999
1024,-80.017502,177.478195,9999,9999
1025,-80.002304,177.375,9999,9999
1026,-79.988495,177.266403,9999,9999
1027,-79.973297,177.1633,9999,9999
1028,-79.956802,177.056,9999,9999
1029,-79.941696,176.959702,9999,9999
1030,-79.926498,176.858002,9999,9999
1031,-79.909897,176.741104,9999,9999
1032,-79.896103,176.629807,9999,9999
1033,-79.880997,176.523804,9999,9999
1034,-79.867203,176.412506,9999,9999
1035,-79.853394,176.302399,9999,9999
1036,-79.8396,176.196503,9999,9999
1037,-79.823105,176.092102,9999,9999
1038,-79.809296,175.987503,9999,9999
1039,-79.792694,175.888504,9999,9999
1040,-79.774796,175.779907,9999,9999
1041,-79.761002,175.682297,9999,9999
1042,-79.745895,175.579193,9999,9999
1043,-79.730698,175.481598,9999,9999
1044,-79.714203,175.372894,9999,9999
1045,-79.699005,175.267105,9999,9999
1046,-79.682404,175.169495,9999,9999
1047,-79.665894,175.063599,9999,9999
1048,-79.650803,174.961899,9999,9999
1049,-79.6315,174.846497,9999,9999
1050,-79.616302,174.747498,9999,9999
1051,-79.602493,174.641602,9999,9999
1052,-79.585999,174.541199,9999,9999
1053,-79.570801,174.446396,9999,9999
1054,-79.554306,174.341904,9999,9999
1055,-79.539093,174.237396,9999,9999
1056,-79.522598,174.132904,9999,9999
1057,-79.507401,174.035294,9999,9999
1058,-79.489502,173.933594,9999,9999
1059,-79.4702,173.832001,9999,9999
1060,-79.455002,173.738495,9999,9999
1061,-79.441299,173.636795,9999,9999
1062,-79.423294,173.544693,9999,9999
1063,-79.406799,173.447098,9999,9999
1064,-79.390305,173.346802,9999,9999
1065,-79.355804,173.146103,9999,9999
1066,-79.339203,173.041702,9999,9999
1067,-79.322693,172.941299,9999,9999
1068,-79.304794,172.8479,9999,9999
1069,-79.2883,172.753006,9999,9999
1070,-79.268997,172.669296,9999,9999
1071,-79.251099,172.573105,9999,9999
1072,-79.2332,172.475494,9999,9999
1073,-79.216599,172.391693,9999,9999
1074,-79.200104,172.292801,9999,9999
1075,-79.180801,172.178802,9999,9999
1076,-79.161499,172.092194,9999,9999
1077,-79.145004,172.0056,9999,9999
1078,-79.127106,171.914902,9999,9999
1079,-79.1091,171.818802,9999,9999
1080,-79.091202,171.728104,9999,9999
1081,-79.073303,171.633301,9999,9999
1082,-79.056793,171.542496,9999,9999
1083,-79.040207,171.447693,9999,9999
1084,-79.019501,171.340698,9999,9999
1085,-79.003006,171.251297,9999,9999
1086,-78.985107,171.162003,9999,9999
1087,-78.967194,171.068604,9999,9999
1088,-78.950607,170.969696,9999,9999
1089,-78.934097,170.876205,9999,9999
1090,-78.916199,170.773193,9999,9999
1091,-78.899597,170.671494,9999,9999
1092,-78.885803,170.572495,9999,9999
1093,-78.871994,170.448807,9999,9999
1094,-78.8582,170.334702,9999,9999
1095,-78.845795,170.224701,9999,9999
1096,-78.832001,170.1147,9999,9999
1097,-78.815399,170.006195,9999,9999
1098,-78.802902,169.898895,9999,9999
1099,-78.786407,169.798599,9999,9999
1100,-78.769897,169.695602,9999,9999
1101,-78.753296,169.587006,9999,9999
1102,-78.738098,169.477097,9999,9999
1103,-78.7229,169.376694,9999,9999
1104,-78.703598,169.288895,9999,9999
1105,-78.684402,169.205002,9999,9999
1106,-78.6651,169.119904,9999,9999
1107,-78.644394,169.027893,9999,9999
1108,-78.627899,168.945496,9999,9999
1109,-78.607193,168.856293,9999,9999
1110,-78.589294,168.769699,9999,9999
1111,-78.568604,168.679092,9999,9999
1112,-78.550705,168.588501,9999,9999
1113,-78.531403,168.5047,9999,9999
1114,-78.510803,168.427795,9999,9999
1115,-78.491501,168.345398,9999,9999
1116,-78.469406,168.2659,9999,9999
1117,-78.450195,168.187607,9999,9999
1118,-78.429504,168.113495,9999,9999
1119,-78.407501,168.037994,9999,9999
1120,-78.382706,167.968094,9999,9999
1121,-78.359299,167.906296,9999,9999
1122,-78.338593,167.825302,9999,9999
1123,-78.317993,167.730606,9999,9999
1124,-78.298706,167.631699,9999,9999
1125,-78.280701,167.524597,9999,9999
1126,-78.273804,167.403503,9999,9999
1127,-78.280502,167.285004,9999,9999
1128,-78.299698,167.215607,9999,9999
1129,-78.325806,167.228607,9999,9999
1130,-78.342407,167.302094,9999,9999
1131,-78.343796,167.411499,9999,9999
1132,-78.327393,167.513107,9999,9999
1133,-78.302704,167.5448,9999,9999
1134,-78.276596,167.535294,9999,9999
1135,-78.251907,167.523102,9999,9999
1136,-78.227097,167.490204,9999,9999
1137,-78.203796,167.447693,9999,9999
1138,-78.179001,167.395706,9999,9999
1139,-78.155594,167.354599,9999,9999
1140,-78.132202,167.312103,9999,9999
1141,-78.107498,167.283295,9999,9999
1142,-78.080002,167.255997,9999,9999
1143,-78.056702,167.238205,9999,9999
1144,-78.033295,167.223206,9999,9999
1145,-78.011307,167.209595,9999,9999
1146,-77.986603,167.205505,9999,9999
1147,-77.9673,167.128601,9999,9999
1148,-77.964401,167.0336,9999,9999
1149,-77.964401,166.931702,9999,9999
1150,-77.965698,166.843399,9999,9999
1151,-77.966995,166.751099,9999,9999
1152,-77.968307,166.653198,9999,9999
1153,-77.969604,166.560898,9999,9999
1154,-77.969498,166.462997,9999,9999
1155,-77.970795,166.370697,9999,9999
1156,-77.969406,166.293503,9999,9999
1157,-77.967896,166.218994,9999,9999
1158,-77.962402,166.162506,9999,9999
1159,-77.949997,166.119797,9999,9999
1160,-77.934906,166.0923,9999,9999
1161,-77.921097,166.077103,9999,9999
1162,-77.907394,166.096207,9999,9999
1163,-77.906097,166.165894,9999,9999
1164,-77.907501,166.227402,9999,9999
1165,-77.911697,166.287399,9999,9999
1166,-77.911697,166.351593,9999,9999
1167,-77.908997,166.414398,9999,9999
1168,-77.9077,166.473206,9999,9999
1169,-77.906403,166.531906,9999,9999
1170,-77.902298,166.586594,9999,9999
1171,-77.898193,166.631607,9999,9999
1172,-77.896805,166.673904,9999,9999
1173,-77.895401,166.691406,9999,9999
1174,-77.895401,166.692505,9999,9999
1175,-77.8927,166.701797,9999,9999
1176,-77.8927,166.708298,9999,9999
1177,-77.889999,166.713593,9999,9999
1178,-77.887207,166.710495,9999,9999
1179,-77.885803,166.717102,9999,9999
1180,-77.884506,166.712708,9999,9999
1181,-77.883102,166.715103,9999,9999
1182,-77.881805,166.712097,9999,9999
