CBD,LAT,LON,TCL,ICE
728,-80.1987,-145.984695,943,859
729,-80.180893,-145.959793,939,1027
730,-80.164398,-145.940506,931,968
731,-80.146606,-145.921204,931,969
732,-80.128693,-145.901794,944,996
733,-80.112305,-145.8797,946,998
734,-80.094498,-145.857605,946,1008
735,-80.078003,-145.835495,934,1010
736,-80.060196,-145.814804,933,987
737,-80.041,-145.799606,933,939
738,-80.021805,-145.778793,935,893
739,-80.006699,-145.764999,935,960
740,-79.9888,-145.748398,930,1038
741,-79.969604,-145.744202,931,1113
742,-79.951797,-145.726196,938,1167
743,-79.935303,-145.713806,940,1128
744,-79.9189,-145.695801,940,9999
745,-79.8983,-145.679092,934,9999
746,-79.881805,-145.661194,935,9999
747,-79.862595,-145.640503,939,936
748,-79.846207,-145.617004,941,907
749,-79.826996,-145.596298,940,881
750,-79.810501,-145.5755,934,890
751,-79.792694,-145.553497,937,962
752,-79.774796,-145.528595,939,878
753,-79.757004,-145.518906,940,9999
754,-79.741898,-145.503693,935,9999
755,-79.722702,-145.496704,932,9999
756,-79.703506,-145.475998,910,642
757,-79.685699,-145.455307,879,532
758,-79.667801,-145.437302,838,535
759,-79.648605,-145.422104,808,582
760,-79.629395,-145.404099,777,611
761,-79.614304,-145.388901,748,635
762,-79.5952,-145.377808,722,657
763,-79.578705,-145.361298,699,670
764,-79.559494,-145.345993,674,695
765,-79.540298,-145.328003,656,716
766,-79.5224,-145.312805,636,750
767,-79.503204,-145.3004,616,765
768,-79.485397,-145.278305,596,776
769,-79.467606,-145.253403,577,788
770,-79.451096,-145.243698,565,804
771,-79.4319,-145.232605,546,824
772,-79.415497,-145.216095,530,829
773,-79.396194,-145.202194,518,863
774,-79.376999,-145.180099,512,907
775,-79.361893,-145.166306,508,932
776,-79.342697,-145.151093,498,988
777,-79.324905,-145.134506,486,1005
778,-79.305695,-145.112396,475,1030
779,-79.287903,-145.093002,465,1048
780,-79.271393,-145.076401,456,1044
781,-79.253601,-145.061295,444,1036
782,-79.235794,-145.0392,432,1054
783,-79.216507,-145.023895,421,1060
784,-79.197296,-145.012802,409,1072
785,-79.179504,-144.988007,400,1079
786,-79.161697,-144.972794,390,1090
787,-79.143799,-144.953506,382,1087
788,-79.126007,-144.9328,373,1089
789,-79.1082,-144.923096,371,1123
790,-79.090302,-144.906494,372,1108
791,-79.071106,-144.882996,378,1128
792,-79.050598,-144.869095,384,1119
793,-79.034103,-144.858093,386,1119
794,-79.016296,-144.831894,387,1141
795,-78.998398,-144.815308,390,1125
796,-78.979202,-144.800095,390,1147
797,-78.964096,-144.784897,389,1139
798,-78.944901,-144.766998,385,1249
799,-78.925705,-144.753098,384,1211
800,-78.907898,-144.739304,379,1203
801,-78.888702,-144.762604,373,1207
802,-78.880402,-144.845093,372,1182
803,-78.876297,-144.941605,380,1191
804,-78.872192,-145.032394,394,1217
805,-78.8694,-145.126007,405,1243
806,-78.866592,-145.218307,415,1231
807,-78.865204,-145.321503,420,1194
808,-78.862503,-145.411102,429,1281
809,-78.859695,-145.507401,436,1326
810,-78.856995,-145.613403,442,1416
811,-78.855606,-145.705704,449,1298
812,-78.852798,-145.803497,453,1371
813,-78.848694,-145.901199,453,1430
814,-78.848602,-145.997604,449,1311
815,-78.844498,-146.089905,453,1284
816,-78.843094,-146.186295,477,1300
817,-78.840393,-146.281296,492,1283
818,-78.836197,-146.380402,499,1429
819,-78.833496,-146.485001,490,1545
820,-78.8293,-146.584198,488,1596
821,-78.825195,-146.672302,490,1594
822,-78.822403,-146.768707,492,1579
823,-78.818298,-146.863693,490,1441
824,-78.819595,-146.955994,488,1537
825,-78.8293,-147.038696,481,1356
826,-78.844299,-147.093903,483,1366
827,-78.865005,-147.113495,495,1199
828,-78.884201,-147.124802,515,1214
829,-78.903397,-147.136002,524,1274
830,-78.922699,-147.154205,531,1345
831,-78.944595,-147.169601,529,1346
832,-78.961105,-147.186401,540,1281
833,-78.980392,-147.204498,556,1116
834,-79.001007,-147.226898,586,1263
835,-79.018799,-147.233902,598,1646
836,-79.038101,-147.246597,604,1611
837,-79.060104,-147.260696,598,1591
838,-79.0793,-147.274704,599,9999
839,-79.099899,-147.294296,602,1355
840,-79.119202,-147.309692,612,1316
841,-79.139801,-147.334793,614,1155
842,-79.154907,-147.345993,608,1168
843,-79.176895,-147.368301,594,1110
844,-79.194702,-147.383698,584,1001
845,-79.213898,-147.408798,579,933
846,-79.234497,-147.438004,573,866
847,-79.2565,-147.463104,566,981
848,-79.272995,-147.489502,561,917
849,-79.290894,-147.510406,554,955
850,-79.311493,-147.529907,547,958
851,-79.332108,-147.553696,538,980
852,-79.350006,-147.580093,537,890
853,-79.370605,-147.599701,544,887
854,-79.389801,-147.623306,558,840
855,-79.411804,-147.651199,568,832
856,-79.432404,-147.6763,577,813
857,-79.448898,-147.706802,591,782
858,-79.469498,-147.731903,611,759
859,-79.488693,-147.761093,633,727
860,-79.509293,-147.787598,656,709
861,-79.527206,-147.815399,675,684
862,-79.547806,-147.8405,697,654
863,-79.567001,-147.864197,721,641
864,-79.587601,-147.900299,746,618
865,-79.6082,-147.932297,774,587
866,-79.627396,-147.961502,801,569
867,-79.646698,-147.979599,837,538
868,-79.667297,-148.007507,875,496
869,-79.685196,-148.038101,917,442
870,-79.705704,-148.061798,960,398
871,-79.723602,-148.085495,1009,352
872,-79.744202,-148.106506,1037,9999
873,-79.766205,-148.139893,1052,9999
874,-79.783997,-148.163605,1045,752
875,-79.804596,-148.184601,1043,769
876,-79.823898,-148.210999,1032,762
877,-79.841705,-148.264999,1025,803
878,-79.844498,-148.368301,1024,773
879,-79.841705,-148.4785,1031,761
880,-79.838898,-148.580399,1039,779
881,-79.836105,-148.690598,1043,770
882,-79.830597,-148.802094,1043,772
883,-79.826508,-148.901306,1045,761
884,-79.820999,-149.011398,1041,745
885,-79.818207,-149.1147,1044,746
886,-79.812698,-149.215195,1038,766
887,-79.809906,-149.318497,1039,763
888,-79.805801,-149.423096,1038,786
889,-79.801605,-149.527695,1042,756
890,-79.796097,-149.640594,1045,745
891,-79.793304,-149.7453,1042,756
892,-79.787796,-149.849899,1044,727
893,-79.7836,-149.962799,1043,761
894,-79.779495,-150.059204,1048,751
895,-79.774002,-150.163803,1050,742
896,-79.769806,-150.272598,1053,738
897,-79.763,-150.374496,1050,744
898,-79.760193,-150.473602,1041,742
899,-79.754593,-150.583694,1039,723
900,-79.747803,-150.686996,1037,739
901,-79.743607,-150.792999,1042,741
902,-79.738098,-150.900406,1044,744
903,-79.732605,-150.996704,1048,743
904,-79.728394,-151.097305,1047,679
905,-79.7229,-151.2005,1048,755
906,-79.718796,-151.305099,1045,749
907,-79.7146,-151.401505,1047,770
908,-79.707703,-151.514404,1045,742
909,-79.703598,-151.617599,1048,742
910,-79.697998,-151.719498,1047,719
911,-79.692596,-151.813095,1046,690
912,-79.686996,-151.9095,1047,684
913,-79.682907,-152.015503,1049,668
914,-79.675995,-152.114594,1051,660
915,-79.671799,-152.215103,1050,670
916,-79.666306,-152.305893,1050,674
917,-79.662201,-152.416107,1048,647
918,-79.655304,-152.517899,1050,663
919,-79.649704,-152.614304,1053,666
920,-79.645599,-152.714798,1054,679
921,-79.638702,-152.811096,1050,673
922,-79.633194,-152.906097,1044,673
923,-79.628998,-153.006607,1035,680
924,-79.616699,-153.086304,1036,673
925,-79.601593,-153.075302,1040,672
926,-79.583694,-153.035202,1046,667
927,-79.565903,-153.009003,1048,663
928,-79.548096,-152.982697,1048,662
929,-79.530304,-152.960602,1051,664
930,-79.513794,-152.935699,1048,671
931,-79.494598,-152.909393,1047,656
932,-79.479507,-152.879105,1045,669
933,-79.4617,-152.854202,1048,670
934,-79.443802,-152.828003,1047,672
935,-79.424698,-152.809906,1049,676
936,-79.408203,-152.787796,1050,682
937,-79.390396,-152.760101,1050,680
938,-79.372498,-152.727005,1051,674
939,-79.356094,-152.700806,1050,692
940,-79.338303,-152.678604,1048,703
941,-79.320404,-152.659195,1043,720
942,-79.304001,-152.639893,1044,710
943,-79.284805,-152.615005,1042,710
944,-79.268295,-152.576401,1046,728
945,-79.250504,-152.541901,1044,732
946,-79.235397,-152.507401,1044,754
947,-79.217606,-152.4729,1041,787
948,-79.199799,-152.445297,1041,773
949,-79.1819,-152.417603,1040,834
950,-79.165497,-152.388596,1035,9999
951,-79.147598,-152.356796,1029,9999
952,-79.128403,-152.325104,1025,9999
953,-79.113403,-152.293304,1029,868
954,-79.094193,-152.260193,1024,830
955,-79.076294,-152.224304,1010,9999
956,-79.059906,-152.196701,977,308
957,-79.040695,-152.167694,952,346
958,-79.0242,-152.139999,931,9999
959,-79.006393,-152.108307,922,727
960,-78.987198,-152.075195,906,758
961,-78.970703,-152.0448,892,637
962,-78.9543,-152.0103,869,549
963,-78.935104,-151.983994,843,497
964,-78.915894,-151.950897,824,586
965,-78.899399,-151.924698,807,642
966,-78.880203,-151.894302,791,600
967,-78.865204,-151.8694,769,600
968,-78.845901,-151.8349,748,666
969,-78.829498,-151.804504,733,747
970,-78.810303,-151.770004,718,1090
971,-78.791107,-151.749298,710,1229
972,-78.7733,-151.721695,701,1121
973,-78.754105,-151.705002,685,814
974,-78.736206,-151.681503,667,850
975,-78.716995,-151.658005,638,796
976,-78.699203,-151.622192,606,813
977,-78.681396,-151.597305,585,1002
978,-78.662201,-151.572403,563,1103
979,-78.644302,-151.557098,560,1239
980,-78.625107,-151.536407,542,1245
981,-78.606003,-151.547302,535,924
982,-78.593506,-151.621597,519,839
983,-78.587997,-151.706894,516,844
984,-78.5811,-151.800507,521,884
985,-78.574295,-151.895493,532,904
986,-78.568695,-151.985001,545,895
987,-78.563202,-152.071594,549,1269
988,-78.559097,-152.159805,553,1097
989,-78.5522,-152.264404,552,904
990,-78.5439,-152.352402,558,801
991,-78.538406,-152.436401,559,885
992,-78.534302,-152.524506,569,849
993,-78.527405,-152.615295,578,764
994,-78.521805,-152.713104,595,772
995,-78.516296,-152.798401,608,728
996,-78.510803,-152.885101,630,683
997,-78.505295,-152.973206,650,627
998,-78.498398,-153.074997,673,654
999,-78.491501,-153.156204,689,606
1000,-78.484604,-153.246994,716,645
1001,-78.479095,-153.336502,741,709
1002,-78.472198,-153.428696,759,775
1003,-78.466705,-153.518204,777,688
1004,-78.459793,-153.606293,803,610
1005,-78.452896,-153.688797,840,501
1006,-78.444595,-153.775497,871,597
1007,-78.437698,-153.871796,906,605
1008,-78.432205,-153.955795,925,824
1009,-78.426697,-154.048004,944,895
1010,-78.421204,-154.134705,957,757
1011,-78.414307,-154.225601,990,637
1012,-78.407394,-154.313599,1013,765
1013,-78.400497,-154.397598,1027,890
1014,-78.3936,-154.487,1031,857
1015,-78.386703,-154.577896,1039,771
1016,-78.379807,-154.672806,1042,730
1017,-78.372894,-154.759506,1040,777
1018,-78.365997,-154.848907,1038,781
1019,-78.360504,-154.939804,1041,791
1020,-78.3508,-155.027802,1044,766
1021,-78.342606,-155.111694,1041,772
1022,-78.335693,-155.198395,1042,710
1023,-78.3302,-155.283798,1047,673
1024,-78.321899,-155.370407,1054,618
1025,-78.316406,-155.472305,1062,597
1026,-78.308105,-155.554794,1057,634
1027,-78.306702,-155.649796,1059,730
1028,-78.319,-155.7229,1053,589
1029,-78.336899,-155.775497,1054,569
1030,-78.354706,-155.807495,1054,585
1031,-78.372604,-155.840805,1056,600
1032,-78.390396,-155.879593,1057,608
1033,-78.408295,-155.912903,1059,618
1034,-78.426102,-155.953094,1059,606
1035,-78.444,-155.993301,1061,583
1036,-78.461807,-156.032196,1061,549
1037,-78.478302,-156.075104,1071,503
1038,-78.498901,-156.111206,1074,454
1039,-78.515396,-156.148697,1076,423
1040,-78.534607,-156.183395,1066,414
1041,-78.552399,-156.227707,1067,378
1042,-78.571701,-156.267899,1060,392
1043,-78.589493,-156.304001,1051,406
1044,-78.608704,-156.340103,1037,425
1045,-78.627899,-156.374893,1041,346
1046,-78.643005,-156.416397,1060,285
1047,-78.6595,-156.456604,1076,354
1048,-78.677399,-156.492706,1083,419
1049,-78.696594,-156.532898,1076,436
1050,-78.714401,-156.567596,1075,445
1051,-78.733704,-156.600998,1067,464
1052,-78.751495,-156.641205,1066,464
1053,-78.769394,-156.677307,1062,464
1054,-78.788605,-156.712097,1064,465
1055,-78.805099,-156.738495,1062,472
1056,-78.824295,-156.771896,1063,487
1057,-78.843506,-156.810699,1064,484
1058,-78.862701,-156.838593,1067,492
1059,-78.879196,-156.882904,1065,487
1060,-78.897003,-156.917694,1067,484
1061,-78.917603,-156.953796,1064,492
1062,-78.935501,-156.988495,1065,489
1063,-78.954697,-157.020493,1065,504
1064,-78.971207,-157.060699,1072,510
1065,-78.988998,-157.100998,1071,512
1066,-79.005493,-157.134293,1073,507
1067,-79.024704,-157.171799,1102,508
1068,-79.041199,-157.224503,1216,523
1069,-79.045303,-157.326508,1430,525
1070,-79.048004,-157.428406,1692,579
1071,-79.050705,-157.519302,1960,562
1072,-79.053406,-157.610306,2196,572
1073,-79.056107,-157.705307,2426,572
1074,-79.058807,-157.8004,2644,560
1075,-79.062897,-157.896896,9999,9999
1076,-79.064301,-158.001602,9999,9999
1077,-79.065598,-158.098007,9999,9999
1078,-79.066895,-158.205505,9999,9999
1079,-79.068207,-158.3116,9999,9999
1080,-79.068207,-158.412094,9999,9999
1081,-79.069504,-158.518204,9999,9999
1082,-79.069504,-158.622803,9999,9999
1083,-79.070801,-158.722,9999,9999
1084,-79.073593,-158.828003,9999,9999
1085,-79.074905,-158.935501,9999,9999
1086,-79.074799,-159.040207,9999,9999
1087,-79.073395,-159.142105,9999,9999
1088,-79.074799,-159.244003,9999,9999
1089,-79.076096,-159.348694,9999,9999
1090,-79.081497,-159.460297,9999,9999
1091,-79.081497,-159.560898,9999,9999
1092,-79.084198,-159.665604,9999,9999
1093,-79.084106,-159.771606,9999,9999
1094,-79.088196,-159.876297,9999,9999
1095,-79.088196,-159.9879,9999,9999
1096,-79.0923,-160.096695,9999,9999
1097,-79.095001,-160.213806,9999,9999
1098,-79.098999,-160.322601,9999,9999
1099,-79.1017,-160.431503,9999,9999
1100,-79.103104,-160.541702,9999,9999
1101,-79.105698,-160.656006,9999,9999
1102,-79.108505,-160.763397,9999,9999
1103,-79.109802,-160.880493,9999,9999
1104,-79.109695,-160.993393,9999,9999
1105,-79.112396,-161.103699,9999,9999
1106,-79.112396,-161.239899,9999,9999
1107,-79.116394,-161.363907,9999,9999
1108,-79.116394,-161.500198,9999,9999
1109,-79.120407,-161.632507,9999,9999
1110,-79.121704,-161.772903,9999,9999
1111,-79.123001,-161.9189,9999,9999
1112,-79.125702,-162.055206,9999,9999
1113,-79.126999,-162.198395,9999,9999
1114,-79.131104,-162.336105,9999,9999
1115,-79.132401,-162.486206,9999,9999
1116,-79.136398,-162.628098,9999,9999
1117,-79.136398,-162.768494,9999,9999
1118,-79.140396,-162.9048,9999,9999
1119,-79.143097,-163.049393,9999,9999
1120,-79.144394,-163.187195,9999,9999
1121,-79.147095,-163.319305,9999,9999
1122,-79.149796,-163.461197,9999,9999
1123,-79.151093,-163.605804,9999,9999
1124,-79.153793,-163.751694,9999,9999
1125,-79.153702,-163.892105,9999,9999
1126,-79.153702,-164.028397,9999,9999
1127,-79.154999,-164.173004,9999,9999
1128,-79.154907,-164.318893,9999,9999
1129,-79.1548,-164.453796,9999,9999
1130,-79.1548,-164.603806,9999,9999
1131,-79.157394,-164.741501,9999,9999
1132,-79.157303,-164.879196,9999,9999
1133,-79.161407,-165.034805,9999,9999
1134,-79.161301,-165.175201,9999,9999
1135,-79.164001,-165.310196,9999,9999
1136,-79.161194,-165.460205,9999,9999
1137,-79.163895,-165.5923,9999,9999
1138,-79.161102,-165.7341,9999,9999
1139,-79.160995,-165.880005,9999,9999
1140,-79.160904,-166.014893,9999,9999
1141,-79.160797,-166.152603,9999,9999
1142,-79.159393,-166.308105,9999,9999
1143,-79.159302,-166.448502,9999,9999
1144,-79.159302,-166.593002,9999,9999
1145,-79.159195,-166.726501,9999,9999
1146,-79.160507,-166.871094,9999,9999
1147,-79.1604,-167.005997,9999,9999
1148,-79.156204,-167.151794,9999,9999
1149,-79.156204,-167.288101,9999,9999
1150,-79.156097,-167.4422,9999,9999
1151,-79.154602,-167.586807,9999,9999
1152,-79.153198,-167.731293,9999,9999
1153,-79.153107,-167.873001,9999,9999
1154,-79.151596,-168.011993,9999,9999
1155,-79.148804,-168.148193,9999,9999
1156,-79.1474,-168.288605,9999,9999
1157,-79.144608,-168.426193,9999,9999
1158,-79.1418,-168.561096,9999,9999
1159,-79.141693,-168.6987,9999,9999
1160,-79.140198,-168.855499,9999,9999
1161,-79.138794,-168.995895,9999,9999
1162,-79.140106,-169.129501,9999,9999
1163,-79.138596,-169.268402,9999,9999
1164,-79.135803,-169.418396,9999,9999
1165,-79.132996,-169.553207,9999,9999
1166,-79.130203,-169.689499,9999,9999
1167,-79.130096,-169.828506,9999,9999
1168,-79.127304,-169.961899,9999,9999
1169,-79.127197,-170.116104,9999,9999
1170,-79.121597,-170.257706,9999,9999
1171,-79.118805,-170.392502,9999,9999
1172,-79.114594,-170.534195,9999,9999
1173,-79.111801,-170.669098,9999,9999
1174,-79.110306,-170.802597,9999,9999
1175,-79.107498,-170.947006,9999,9999
1176,-79.104706,-171.080505,9999,9999
1177,-79.100494,-171.219406,9999,9999
1178,-79.100403,-171.372101,9999,9999
1179,-79.096207,-171.508301,9999,9999
1180,-79.093399,-171.645905,9999,9999
1181,-79.091904,-171.780701,9999,9999
1182,-79.093201,-171.912903,9999,9999
1183,-79.089096,-172.054596,9999,9999
1184,-79.089005,-172.196304,9999,9999
1185,-79.086197,-172.326996,9999,9999
1186,-79.084702,-172.468704,9999,9999
1187,-79.084595,-172.615906,9999,9999
1188,-79.080399,-172.749405,9999,9999
1189,-79.077606,-172.891006,9999,9999
1190,-79.077499,-173.028702,9999,9999
1191,-79.074707,-173.160706,9999,9999
1192,-79.070496,-173.294098,9999,9999
1193,-79.069,-173.437195,9999,9999
1194,-79.066193,-173.569305,9999,9999
1195,-79.0634,-173.715103,9999,9999
1196,-79.060593,-173.860901,9999,9999
1197,-79.059097,-174.002594,9999,9999
1198,-79.056305,-174.136002,9999,9999
1199,-79.054794,-174.266693,9999,9999
1200,-79.049301,-174.400101,9999,9999
1201,-79.047806,-174.532196,9999,9999
1202,-79.043594,-174.673798,9999,9999
1203,-79.042206,-174.805893,9999,9999
1204,-79.039307,-174.942001,9999,9999
1205,-79.035095,-175.086395,9999,9999
1206,-79.030899,-175.218506,9999,9999
1207,-79.026703,-175.354599,9999,9999
1208,-79.021194,-175.490707,9999,9999
1209,-79.016998,-175.618698,9999,9999
1210,-79.014099,-175.749298,9999,9999
1211,-79.009903,-175.885406,9999,9999
1212,-79.004395,-176.011993,9999,9999
1213,-78.998795,-176.143906,9999,9999
1214,-78.994598,-176.293793,9999,9999
1215,-78.988998,-176.420303,9999,9999
1216,-78.986206,-176.546799,9999,9999
1217,-78.980606,-176.681595,9999,9999
1218,-78.976395,-176.817703,9999,9999
1219,-78.970795,-176.948303,9999,9999
1220,-78.965302,-177.078995,9999,9999
1221,-78.959702,-177.199905,9999,9999
1222,-78.954102,-177.330597,9999,9999
1223,-78.949905,-177.469406,9999,9999
1224,-78.944397,-177.600006,9999,9999
1225,-78.938797,-177.729202,9999,9999
1226,-78.933197,-177.855804,9999,9999
1227,-78.927597,-177.985001,9999,9999
1228,-78.922104,-178.110107,9999,9999
1229,-78.917892,-178.235199,9999,9999
1230,-78.913696,-178.363098,9999,9999
1231,-78.908096,-178.493698,9999,9999
1232,-78.9039,-178.626999,9999,9999
1233,-78.897003,-178.754898,9999,9999
1234,-78.891403,-178.884094,9999,9999
1235,-78.887207,-179.007797,9999,9999
1236,-78.882996,-179.127396,9999,9999
1237,-78.877396,-179.256699,9999,9999
1238,-78.873199,-179.384506,9999,9999
1239,-78.867599,-179.508301,9999,9999
1240,-78.863403,-179.632004,9999,9999
1241,-78.855103,-179.763901,9999,9999
1242,-78.849594,-179.887604,9999,9999
1243,-78.842606,179.990005,9999,9999
1244,-78.837097,179.862198,9999,9999
1245,-78.831497,179.738495,9999,9999
1246,-78.825897,179.610703,9999,9999
1247,-78.817596,179.488403,9999,9999
1248,-78.811996,179.370102,9999,9999
1249,-78.806396,179.243698,9999,9999
1250,-78.800903,179.113098,9999,9999
1251,-78.7939,178.985306,9999,9999
1252,-78.7883,178.864304,9999,9999
1253,-78.781403,178.742004,9999,9999
1254,-78.774506,178.625198,9999,9999
1255,-78.764801,178.504303,9999,9999
1256,-78.757797,178.377899,9999,9999
1257,-78.752197,178.252808,9999,9999
1258,-78.748001,178.130493,9999,9999
1259,-78.742401,177.995804,9999,9999
1260,-78.736893,177.870697,9999,9999
1261,-78.735397,177.737305,9999,9999
1262,-78.7285,177.617798,9999,9999
1263,-78.724304,177.5009,9999,9999
1264,-78.716003,177.370407,9999,9999
1265,-78.710403,177.250793,9999,9999
1266,-78.702103,177.127197,9999,9999
1267,-78.692398,177.002197,9999,9999
1268,-78.685394,176.878494,9999,9999
1269,-78.678497,176.754898,9999,9999
1270,-78.672897,176.6353,9999,9999
1271,-78.663193,176.517197,9999,9999
1272,-78.654907,176.393494,9999,9999
1273,-78.646606,176.275406,9999,9999
1274,-78.638306,176.151794,9999,9999
1275,-78.632706,176.028107,9999,9999
1276,-78.625702,175.905807,9999,9999
1277,-78.618805,175.778,9999,9999
1278,-78.611801,175.659897,9999,9999
1279,-78.6035,175.536194,9999,9999
1280,-78.599304,175.417999,9999,9999
1281,-78.591003,175.299896,9999,9999
1282,-78.581299,175.179001,9999,9999
1283,-78.571594,175.062302,9999,9999
1284,-78.564697,174.9496,9999,9999
1285,-78.554993,174.820496,9999,9999
1286,-78.548004,174.695496,9999,9999
1287,-78.541107,174.578796,9999,9999
1288,-78.534103,174.456497,9999,9999
1289,-78.527206,174.341095,9999,9999
1290,-78.517502,174.2285,9999,9999
1291,-78.507797,174.113098,9999,9999
1292,-78.498093,173.997696,9999,9999
1293,-78.489807,173.887894,9999,9999
1294,-78.482803,173.758698,9999,9999
1295,-78.474503,173.637894,9999,9999
1296,-78.466202,173.518295,9999,9999
1297,-78.460602,173.401596,9999,9999
1298,-78.452301,173.281998,9999,9999
1299,-78.444,173.172195,9999,9999
1300,-78.430206,173.063797,9999,9999
1301,-78.419098,172.955307,9999,9999
1302,-78.406693,172.848206,9999,9999
1303,-78.398407,172.7164,9999,9999
1304,-78.391403,172.596893,9999,9999
1305,-78.381699,172.470596,9999,9999
1306,-78.376099,172.355194,9999,9999
1307,-78.367798,172.237,9999,9999
1308,-78.360901,172.117493,9999,9999
1309,-78.3526,172.009003,9999,9999
1310,-78.340103,171.893707,9999,9999
1311,-78.327698,171.786697,9999,9999
1312,-78.316605,171.678207,9999,9999
1313,-78.302795,171.576706,9999,9999
1314,-78.291702,171.475204,9999,9999
1315,-78.277893,171.379105,9999,9999
1316,-78.265503,171.274796,9999,9999
1317,-78.251694,171.174606,9999,9999
1318,-78.240601,171.082703,9999,9999
1319,-78.225494,170.985306,9999,9999
1320,-78.213104,170.886505,9999,9999
1321,-78.197906,170.779495,9999,9999
1322,-78.189606,170.692993,9999,9999
1323,-78.175797,170.610703,9999,9999
1324,-78.1633,170.524307,9999,9999
1325,-78.152298,170.440506,9999,9999
1326,-78.141296,170.354095,9999,9999
1327,-78.131607,170.271698,9999,9999
1328,-78.121902,170.1866,9999,9999
1329,-78.112198,170.100098,9999,9999
1330,-78.1026,169.998505,9999,9999
1331,-78.095596,169.914795,9999,9999
1332,-78.088699,169.818604,9999,9999
1333,-78.080399,169.734802,9999,9999
1334,-78.074799,169.637299,9999,9999
1335,-78.066498,169.5522,9999,9999
1336,-78.059601,169.458801,9999,9999
1337,-78.052704,169.373596,9999,9999
1338,-78.0457,169.280197,9999,9999
1339,-78.037399,169.1828,9999,9999
1340,-78.030502,169.097595,9999,9999
1341,-78.023605,169.008301,9999,9999
1342,-78.015305,168.920502,9999,9999
1343,-78.006897,168.832596,9999,9999
1344,-77.998703,168.737793,9999,9999
1345,-77.987595,168.649994,9999,9999
1346,-77.979294,168.555298,9999,9999
1347,-77.970993,168.456406,9999,9999
1348,-77.961304,168.357605,9999,9999
1349,-77.951599,168.257294,9999,9999
1350,-77.944702,168.157104,9999,9999
1351,-77.936401,168.058197,9999,9999
1352,-77.928101,167.957993,9999,9999
1353,-77.9198,167.857803,9999,9999
1354,-77.912796,167.763107,9999,9999
1355,-77.904495,167.666901,9999,9999
1356,-77.896194,167.572205,9999,9999
1357,-77.889206,167.469193,9999,9999
1358,-77.878204,167.388199,9999,9999
1359,-77.871307,167.309998,9999,9999
1360,-77.864304,167.235794,9999,9999
1361,-77.858795,167.171204,9999,9999
1362,-77.854599,167.1026,9999,9999
1363,-77.850403,167.036606,9999,9999
1364,-77.850403,166.973297,9999,9999
1365,-77.853104,166.911301,9999,9999
1366,-77.855804,166.831604,9999,9999
1367,-77.858505,166.768204,9999,9999
1368,-77.869507,166.762497,9999,9999
1369,-77.876404,166.795197,9999,9999
1370,-77.875,166.852798,9999,9999
1371,-77.875107,166.895203,9999,9999
1372,-77.872299,166.937698,9999,9999
1373,-77.872299,166.941696,9999,9999
1374,-77.872299,166.941605,9999,9999
1375,-77.872299,166.936096,9999,9999
1376,-77.872299,166.931793,9999,9999
1377,-77.872299,166.927597,9999,9999
1378,-77.872299,166.926102,9999,9999
1379,-77.872299,166.921906,9999,9999
1380,-77.875107,166.917603,9999,9999
1381,-77.875107,166.912003,9999,9999
