CBD,LAT,LON,THK,SURF
1093,-75.0986,-105.9068,,
1094,-75.0853,-105.9436,326,16
1095,-75.0686,-105.9753,333,15
1096,-75.0536,-105.9986,,14
1097,-75.0386,-106.0319,326,12
1098,-75.0253,-106.0636,437,20
1099,-75.0103,-106.0953,,18
1100,-74.997,-106.1203,409,9
1101,-74.9771,-106.1519,395,2
1102,-74.9654,-106.1819,234,
1103,-74.9521,-106.2103,,3
1104,-74.9371,-106.2419,352,10
1105,-74.9204,-106.2652,373,7
1106,-74.9038,-106.3003,,3
1107,-74.8905,-106.332,169,4
1108,-74.8755,-106.3586,205,
1109,-74.8622,-106.3853,271,
1110,-74.8455,-106.4186,251,3
1111,-74.8339,-106.4436,164,6
1112,-74.8189,-106.4753,143,
1113,-74.8023,-106.5036,123,
1114,-74.7873,-106.532,142,
1115,-74.7756,-106.5603,192,4
1116,-74.7556,-106.5937,149,6
1117,-74.744,-106.6187,280,2
1118,-74.7274,-106.647,282,1
1119,-74.7107,-106.6804,146,
1120,-74.6974,-106.7104,154,
1121,-74.6824,-106.7387,,
1122,-74.6674,-106.767,161,
1123,-74.6541,-106.8004,151,
1124,-74.6375,-106.8271,197,
1125,-74.6225,-106.8571,,
1126,-74.6091,-106.882,237,
1127,-74.5942,-106.9071,218,13
1128,-74.5759,-106.9404,372,13
1129,-74.5625,-106.9703,,
1130,-74.5459,-106.9987,,
1131,-74.5292,-107.0287,,
1132,-74.5159,-107.0571,,
1133,-74.5009,-107.0871,,
1134,-74.4843,-107.1121,258,16
1135,-74.471,-107.1421,,
1136,-74.4543,-107.1654,,
1137,-74.441,-107.1987,,
1138,-74.4277,-107.2221,,
1139,-74.4127,-107.2504,,
1140,-74.3944,-107.2805,,
1141,-74.3811,-107.3105,,
1142,-74.3694,-107.3471,,
1143,-74.3645,-107.4122,,
1144,-74.3711,-107.4621,,
1145,-74.3845,-107.4753,,
1146,-74.3962,-107.4619,,
1147,-74.4078,-107.4317,,
1148,-74.4195,-107.4048,,
1149,-74.4295,-107.3731,,
1150,-74.4395,-107.3479,,
1151,-74.4495,-107.3161,,
1152,-74.4629,-107.2826,,
1153,-74.4745,-107.2525,245,31
1154,-74.4829,-107.224,265,22
1155,-74.4945,-107.1905,,20
1156,-74.5012,-107.1637,283,5
1157,-74.5129,-107.1319,,
1158,-74.5279,-107.1034,208,16
1159,-74.5396,-107.0932,,16
1160,-74.5529,-107.0881,143,13
1161,-74.5663,-107.1114,264,25
1162,-74.5796,-107.1446,272,20
1163,-74.5947,-107.1794,450,12
1164,-74.6096,-107.1777,251,15
1165,-74.6247,-107.1726,227,22
1166,-74.6363,-107.1708,221,26
1167,-74.6513,-107.1589,231,21
1168,-74.6664,-107.1505,,15
1169,-74.678,-107.1437,238,14
1170,-74.693,-107.1352,251,18
1171,-74.7047,-107.1284,268,16
1172,-74.7197,-107.1199,260,16
1173,-74.7364,-107.1131,350,14
1174,-74.7498,-107.103,265,17
1175,-74.7631,-107.0978,275,21
1176,-74.7798,-107.0927,272,22
1177,-74.7931,-107.0826,307,21
1178,-74.8065,-107.0791,353,22
1179,-74.8198,-107.0673,358,24
1180,-74.8348,-107.0621,,24
1181,-74.8465,-107.0503,272,20
1182,-74.8598,-107.0435,315,21
1183,-74.8765,-107.0367,451,22
1184,-74.8915,-107.0266,281,21
1185,-74.9049,-107.0214,332,20
1186,-74.9182,-107.0113,442,23
1187,-74.9315,-107.0028,318,23
1188,-74.9483,-106.9943,465,30
1189,-74.9632,-106.9925,313,27
1190,-74.9716,-106.9824,348,26
1191,-74.9866,-106.9789,324,29
1192,-75.0049,-106.9654,385,32
1193,-75.0183,-106.9569,358,32
1194,-75.035,-106.9451,429,25
1195,-75.05,-106.9349,378,22
1196,-75.0583,-106.9315,413,26
1197,-75.07,-106.9247,415,30
1198,-75.09,-106.9162,425,28
1199,-75.1033,-106.9094,387,28
1200,-75.1183,-106.8976,447,35
1201,-75.1317,-106.889,450,37
1202,-75.1451,-106.8806,432,42
1203,-75.16,-106.872,508,46
1204,-75.1751,-106.862,526,44
1205,-75.1817,-106.8552,484,44
1206,-75.2034,-106.8483,578,46
1207,-75.2201,-106.8381,596,46
1208,-75.2284,-106.8314,565,40
1209,-75.2468,-106.8229,629,56
1210,-75.2586,-106.8161,787,73
1211,-75.2735,-106.8075,891,102
1212,-75.2901,-106.8007,919,115
1213,-75.3035,-106.7905,,
1214,-75.3135,-106.7837,1005,118
1215,-75.3302,-106.7719,1002,136
1216,-75.3452,-106.7667,1053,147
1217,-75.3585,-106.7599,,
1218,-75.3735,-106.7481,,
1219,-75.3869,-106.7447,1171,183
1220,-75.4019,-106.7311,1217,191
1221,-75.4152,-106.7243,1250,181
1222,-75.4319,-106.7158,1174,162
1223,-75.4419,-106.7107,1083,171
1224,-75.4553,-106.7022,938,223
1225,-75.4703,-106.697,1059,297
1226,-75.4836,-106.6852,1141,316
1227,-75.4969,-106.6767,1154,324
1228,-75.5103,-106.6666,1239,342
1229,-75.5186,-106.6581,1295,356
1230,-75.532,-106.6563,1237,377
1231,-75.5453,-106.6511,1305,396
1232,-75.5553,-106.6394,1250,418
1233,-75.5687,-106.6325,1213,442
1234,-75.5804,-106.6257,1228,456
1235,-75.592,-106.6156,1200,474
1236,-75.6037,-106.6104,1287,496
1237,-75.6187,-106.6053,,
1238,-75.6304,-106.5968,1266,553
1239,-75.6421,-106.5866,1360,566
1240,-75.6588,-106.5797,1420,585
1241,-75.6688,-106.5729,,587
1242,-75.6821,-106.5611,1370,580
1243,-75.6954,-106.5526,1317,597
1244,-75.7038,-106.5475,1329,631
1245,-75.7205,-106.5407,1423,665
1246,-75.7288,-106.5305,1506,667
1247,-75.7438,-106.5254,1521,662
1248,-75.7555,-106.5169,1514,674
1249,-75.7672,-106.5101,1562,703
1250,-75.7805,-106.5016,1657,723
1251,-75.7939,-106.4881,1677,733
1252,-75.8072,-106.4829,1701,736
1253,-75.8189,-106.4761,1684,746
1254,-75.8339,-106.4659,1693,767
1255,-75.8422,-106.4575,1663,792
1256,-75.8589,-106.4473,1833,823
1257,-75.8723,-106.4421,2006,831
1258,-75.8856,-106.432,1956,831
1259,-75.8956,-106.4251,1917,828
1260,-75.9156,-106.4182,1898,832
1261,-75.9223,-106.4081,1951,838
1262,-75.9373,-106.3997,1974,849
1263,-75.9506,-106.3895,1796,866
1264,-75.964,-106.3842,,889
1265,-75.9774,-106.3791,1870,902
1266,-75.989,-106.3673,1927,895
1267,-76.0023,-106.3555,1945,876
1268,-76.0173,-106.3503,1944,865
1269,-76.0307,-106.3385,1969,860
1270,-76.044,-106.3316,2001,864
1271,-76.0574,-106.3264,1907,893
1272,-76.0741,-106.3146,1895,941
1273,-76.0857,-106.3028,,
1274,-76.1008,-106.2959,2225,972
1275,-76.1191,-106.2808,2176,943
1276,-76.1308,-106.2739,2160,940
1277,-76.1458,-106.262,2144,964
1278,-76.1591,-106.2552,2211,986
1279,-76.1725,-106.2401,2291,979
1280,-76.1875,-106.2349,2288,968
1281,-76.2041,-106.223,,
1282,-76.2158,-106.2145,2291,961
1283,-76.2325,-106.2043,2275,955
1284,-76.2475,-106.1974,,943
1285,-76.2608,-106.179,2207,934
1286,-76.2642,-106.1304,2267,941
1287,-76.2642,-106.0786,2303,961
1288,-76.2625,-106.0184,2318,973
1289,-76.2608,-105.9733,2271,972
1290,-76.2575,-105.9165,2116,961
1291,-76.2558,-105.8579,2001,945
1292,-76.2508,-105.8128,1912,931
1293,-76.2508,-105.7476,1920,927
1294,-76.2575,-105.6924,,
1295,-76.2608,-105.6405,1898,931
1296,-76.2691,-105.5886,1832,942
1297,-76.2741,-105.5452,1928,957
1298,-76.2808,-105.5016,1970,964
1299,-76.2891,-105.4481,2011,969
1300,-76.2975,-105.4062,1971,974
1301,-76.3025,-105.3661,1908,981
1302,-76.3124,-105.3141,1926,1003
1303,-76.3191,-105.2756,1981,1027
1304,-76.3341,-105.2571,,
1305,-76.3475,-105.2853,1997,1025
1306,-76.3575,-105.3353,2055,1024
1307,-76.3625,-105.4035,2135,1030
1308,-76.3692,-105.4735,2200,1029
1309,-76.3743,-105.5435,2237,1023
1310,-76.3826,-105.6001,2169,1002
1311,-76.386,-105.6818,2000,984
1312,-76.396,-105.7417,1873,975
1313,-76.4044,-105.8017,,979
1314,-76.4144,-105.87,1952,993
1315,-76.4228,-105.9383,2265,1012
1316,-76.4311,-105.9966,2338,1028
1317,-76.4395,-106.0716,,
1318,-76.4462,-106.1249,2488,1047
1319,-76.4546,-106.1882,2368,1035
1320,-76.4663,-106.2581,,1018
1321,-76.473,-106.3214,2153,1006
1322,-76.4797,-106.3864,2019,1004
1323,-76.4881,-106.4564,1994,1014
1324,-76.498,-106.518,1997,1025
1325,-76.5064,-106.583,2065,1027
1326,-76.5131,-106.6546,2233,1022
1327,-76.5215,-106.7178,2164,1011
1328,-76.5315,-106.7779,2084,1015
1329,-76.5399,-106.8528,2005,1037
1330,-76.5449,-106.9112,2070,1070
1331,-76.5533,-106.9711,2198,1094
1332,-76.5633,-107.0377,2277,1102
1333,-76.5667,-107.0927,2327,1109
1334,-76.5767,-107.1593,,1114
1335,-76.5851,-107.2276,2257,1109
1336,-76.5918,-107.2843,2245,1093
1337,-76.6001,-107.3475,2251,1079
1338,-76.6085,-107.4126,2216,1077
1339,-76.6135,-107.4741,,
1340,-76.6236,-107.5407,,1118
1341,-76.6286,-107.6041,2347,1127
1342,-76.6386,-107.6707,,1129
1343,-76.6453,-107.7307,2429,1127
1344,-76.6554,-107.7973,2457,1120
1345,-76.6604,-107.8623,2474,1112
1346,-76.6687,-107.9222,2436,1110
1347,-76.6788,-107.9906,2430,1108
1348,-76.6838,-108.0522,,1106
1349,-76.6905,-108.1088,,1102
1350,-76.6972,-108.1772,2410,1104
1351,-76.7039,-108.2388,2300,1113
1352,-76.7123,-108.3004,2299,1126
1353,-76.7223,-108.3688,2265,1135
1354,-76.7257,-108.4271,2285,1138
1355,-76.7307,-108.4887,2386,1140
1356,-76.7407,-108.5587,2322,1143
1357,-76.7491,-108.6187,2246,1146
1358,-76.7542,-108.6837,2150,1151
1359,-76.7625,-108.7536,2201,1159
1360,-76.7708,-108.8119,,1167
1361,-76.7759,-108.8702,2267,1162
1362,-76.7859,-108.9385,2209,1149
1363,-76.7926,-109.0035,2141,1155
1364,-76.7977,-109.0602,2108,1173
1365,-76.8044,-109.1251,2101,1185
1366,-76.8111,-109.1934,2121,1190
1367,-76.8178,-109.2518,2146,1192
1368,-76.8278,-109.32,2153,1192
1369,-76.8328,-109.3851,2151,1194
1370,-76.8412,-109.4467,2156,1200
1371,-76.8495,-109.5183,2174,1210
1372,-76.8546,-109.58,,
1373,-76.8613,-109.6383,2454,1234
1374,-76.868,-109.7099,2515,1229
1375,-76.878,-109.7715,2531,1220
1376,-76.883,-109.8349,2533,1218
1377,-76.8914,-109.9049,2537,1221
1378,-76.8981,-109.9682,2548,1221
1379,-76.9065,-110.0381,2571,1221
1380,-76.9115,-110.1031,2574,1218
1381,-76.9182,-110.1665,2562,1214
1382,-76.9249,-110.2282,2571,1214
1383,-76.9333,-110.3064,2578,1214
1384,-76.94,-110.3698,2571,1210
1385,-76.945,-110.4314,2581,1212
1386,-76.9534,-110.5048,2561,1207
1387,-76.9617,-110.568,2555,1207
1388,-76.9668,-110.6364,2556,1205
1389,-76.9735,-110.7047,2529,1205
1390,-76.9802,-110.7664,2489,1210
1391,-76.9869,-110.843,2570,1214
1392,-76.9936,-110.9114,2581,1215
1393,-77.0003,-110.9764,2573,1211
1394,-77.0086,-111.038,2581,1213
1395,-77.0154,-111.1163,2572,1214
1396,-77.0204,-111.183,2570,1216
1397,-77.0255,-111.2447,2525,1216
1398,-77.0338,-111.3096,2510,1219
1399,-77.0422,-111.3797,2500,1232
1400,-77.0472,-111.4413,2540,1242
1401,-77.0556,-111.5163,,1245
1402,-77.0606,-111.5829,,
1403,-77.0673,-111.6429,2557,1244
1404,-77.074,-111.7196,2554,1256
1405,-77.0807,-111.7829,2565,1266
1406,-77.0891,-111.8463,2669,1265
1407,-77.0924,-111.9246,2719,1262
1408,-77.0991,-111.9863,2708,1262
1409,-77.1058,-112.0513,,1269
1410,-77.1142,-112.1279,,1276
1411,-77.1192,-112.1879,,1281
1412,-77.1259,-112.2546,,1281
1413,-77.131,-112.3363,,1287
1414,-77.1394,-112.3996,2759,1298
1415,-77.1427,-112.4613,2770,1303
1416,-77.1528,-112.5396,,1292
1417,-77.1578,-112.6013,,1281
1418,-77.1628,-112.6696,,1291
1419,-77.1712,-112.7496,,1313
1420,-77.1762,-112.8096,,1325
1421,-77.1829,-112.8779,,1322
1422,-77.1913,-112.9463,2564,1317
1423,-77.1947,-113.0213,2456,1332
1424,-77.1997,-113.0847,2565,1355
1425,-77.2064,-113.153,2616,1368
1426,-77.2148,-113.2213,2696,1373
1427,-77.2215,-113.2896,2730,1371
1428,-77.2265,-113.3647,2781,1371
1429,-77.2315,-113.4297,2778,1373
1430,-77.2382,-113.4946,2775,1376
1431,-77.2449,-113.5747,2774,1381
1432,-77.2516,-113.638,2782,1387
1433,-77.255,-113.7064,,1385
1434,-77.2617,-113.7764,,1384
1435,-77.2684,-113.8447,2691,1391
1436,-77.2734,-113.9148,2585,1403
1437,-77.2818,-113.9897,2658,1417
1438,-77.2868,-114.0581,,1424
1439,-77.2935,-114.1248,,1428
1440,-77.2969,-114.1998,2793,1434
1441,-77.3053,-114.2632,2788,1441
1442,-77.3103,-114.3348,2809,1443
1443,-77.317,-114.4048,2845,1439
1444,-77.3204,-114.4732,2876,1432
1445,-77.3254,-114.5448,2877,1429
1446,-77.3338,-114.6183,,
1447,-77.3405,-114.6916,2575,1442
1448,-77.3439,-114.7533,2575,1450
1449,-77.3505,-114.8316,2563,1453
1450,-77.3556,-114.9,2646,1457
1451,-77.3623,-114.9666,2654,1460
1452,-77.3674,-115.045,2593,1464
1453,-77.3707,-115.1117,2604,1475
1454,-77.3791,-115.1734,2652,1489
1455,-77.3858,-115.2617,2673,1497
1456,-77.3891,-115.3201,,1503
1457,-77.3942,-115.3901,,1513
1458,-77.4009,-115.4601,,1518
1459,-77.4076,-115.5335,,1519
1460,-77.4109,-115.5985,,1523
1461,-77.416,-115.6836,,1523
1462,-77.4227,-115.7419,,1515
1463,-77.4277,-115.8169,,1516
1464,-77.4344,-115.8886,,1530
1465,-77.4395,-115.9586,,1538
1466,-77.4445,-116.0286,2027,1539
1467,-77.4495,-116.1037,1616,1554
1468,-77.4563,-116.1671,1738,1571
1469,-77.4596,-116.2387,2075,1577
1470,-77.4663,-116.3205,1956,1580
1471,-77.4713,-116.3805,1406,1585
1472,-77.4764,-116.4488,1685,1599
1473,-77.4814,-116.5255,1506,1610
1474,-77.4881,-116.5972,,
1475,-77.4915,-116.6673,1565,1623
1476,-77.4965,-116.7423,1648,1627
1477,-77.5032,-116.809,2060,1629
1478,-77.5066,-116.879,1958,1630
1479,-77.515,-116.9574,2061,1636
1480,-77.5166,-117.0224,,1645
1481,-77.5234,-117.0924,,1646
1482,-77.5284,-117.1725,,1646
1483,-77.5334,-117.2409,,1649
1484,-77.5368,-117.3142,,1650
1485,-77.5419,-117.3893,,1650
1486,-77.5485,-117.4593,,1653
1487,-77.5536,-117.526,,1655
1488,-77.5586,-117.6028,,1660
1489,-77.562,-117.6778,,1668
1490,-77.5687,-117.7428,,1675
1491,-77.5721,-117.8312,,1681
1492,-77.5771,-117.8996,,1685
1493,-77.5821,-117.9596,,1687
1494,-77.5855,-118.048,,
1495,-77.5922,-118.1164,,1695
1496,-77.5973,-118.1864,,1698
1497,-77.6023,-118.2615,,1697
1498,-77.6056,-118.3348,,1698
1499,-77.6107,-118.4049,,1702
1500,-77.6157,-118.4849,,1703
1501,-77.6191,-118.5517,,1706
1502,-77.6275,-118.6216,2317,1704
1503,-77.6308,-118.6984,1652,1709
1504,-77.6342,-118.7685,1632,1721
1505,-77.6376,-118.8351,1659,1734
1506,-77.6443,-118.9168,1626,1746
1507,-77.6493,-118.9819,2003,1753
1508,-77.6527,-119.052,1796,1754
1509,-77.656,-119.127,1566,1759
1510,-77.6627,-119.1953,1572,1767
1511,-77.6645,-119.2671,1731,1773
1512,-77.6712,-119.3388,2257,1777
1513,-77.6745,-119.4072,2179,1777
1514,-77.6796,-119.4789,2005,1778
1515,-77.6846,-119.5573,2373,1778
1516,-77.688,-119.6207,2321,1779
1517,-77.6913,-119.6991,2508,1778
1518,-77.6981,-119.7741,,
1519,-77.7014,-119.8441,,1786
1520,-77.7031,-119.9126,,1783
1521,-77.7098,-119.9859,,1785
1522,-77.7115,-120.0644,,1787
1523,-77.7166,-120.1294,,1779
1524,-77.7283,-120.1894,,
1525,-77.7433,-120.2126,,1773
1526,-77.7583,-120.2057,,1775
1527,-77.7716,-120.1772,,1782
1528,-77.7883,-120.1519,,1787
1529,-77.8033,-120.1216,,1787
1530,-77.8233,-120.0997,,1782
1531,-77.8367,-120.0795,1942,1772
1532,-77.85,-120.0593,,1765
1533,-77.87,-120.039,2169,1761
1534,-77.8834,-120.0222,,1754
1535,-77.9017,-120.0003,1932,1742
1536,-77.9167,-119.9716,,
1537,-77.9334,-119.9581,,
1538,-77.9484,-119.9329,2221,1736
1539,-77.9668,-119.9142,1758,1727
1540,-77.9801,-119.8924,1809,1715
1541,-77.9951,-119.8755,2210,1709
1542,-78.0151,-119.8535,,1705
1543,-78.0302,-119.8266,,1701
1544,-78.0435,-119.8114,,1692
1545,-78.0618,-119.7845,,1685
1546,-78.0768,-119.7642,,1681
1547,-78.0935,-119.7474,,1676
1548,-78.1102,-119.7238,,1671
1549,-78.1269,-119.7002,,1671
1550,-78.1419,-119.6799,,1673
1551,-78.1569,-119.6597,,1672
1552,-78.1752,-119.6361,,1671
1553,-78.1886,-119.6192,,1673
1554,-78.2086,-119.5906,,1672
1555,-78.222,-119.5736,2697,1670
1556,-78.2353,-119.5451,2720,1665
1557,-78.2536,-119.5248,2715,1665
1558,-78.2686,-119.5079,,1665
1559,-78.287,-119.4877,,1662
1560,-78.3037,-119.459,,1660
1561,-78.317,-119.4405,,1658
1562,-78.332,-119.4169,,1657
1563,-78.3503,-119.3932,2598,1654
1564,-78.3671,-119.3713,2568,1651
1565,-78.3804,-119.3511,,1652
1566,-78.397,-119.3291,,1647
1567,-78.4137,-119.3055,,1640
1568,-78.4287,-119.2886,,1635
1569,-78.4471,-119.26,2567,1629
1570,-78.4621,-119.2398,2621,1623
1571,-78.4788,-119.2178,2676,1622
1572,-78.4938,-119.1892,2735,1627
1573,-78.5088,-119.1723,2716,1628
1574,-78.5271,-119.1436,,
1575,-78.5405,-119.1217,2790,1628
1576,-78.5588,-119.1064,,1627
1577,-78.5738,-119.0811,,1616
1578,-78.5872,-119.0376,,1601
1579,-78.5938,-118.9689,,1603
1580,-78.5938,-118.9003,,1616
1581,-78.5888,-118.8251,2603,1624
1582,-78.5855,-118.7682,2616,1627
1583,-78.5771,-118.703,2438,1631
1584,-78.5738,-118.631,2433,1639
1585,-78.5671,-118.5558,2480,1646
1586,-78.5654,-118.4889,2508,1648
1587,-78.5604,-118.417,2465,1648
1588,-78.5588,-118.3534,,1649
1589,-78.5538,-118.2849,,1655
1590,-78.5488,-118.2063,,1659
1591,-78.5438,-118.1394,2546,1661
1592,-78.5404,-118.0708,2583,1667
1593,-78.5371,-117.9905,2574,1668
1594,-78.5304,-117.9337,2602,1670
1595,-78.5287,-117.8651,2615,1674
1596,-78.5221,-117.7916,,1677
1597,-78.5204,-117.7213,,1681
1598,-78.5154,-117.6578,2752,1681
1599,-78.5087,-117.5808,2744,1683
1600,-78.507,-117.5123,2686,1686
1601,-78.5037,-117.442,2701,1691
1602,-78.4953,-117.3618,2740,1695
