CBD,LAT,LON,THK,SRF
519,-72.3623,130.2568,2627,3038
520,-72.3788,130.2165,2512,3046
521,-72.39799,130.1829,2445,3053
522,-72.41589,130.1385,2429,3059
523,-72.4324,130.1037,2733,3061
524,-72.4489,130.0688,2736,3063
525,-72.46809,130.0257,2763,3062
526,-72.4846,129.9951,2801,3071
527,-72.5024,129.9561,2622,3079
528,-72.52029,129.9171,2502,3088
529,-72.5367,129.874,2472,3093
530,-72.5546,129.8351,2535,3100
531,-72.5724,129.7975,2403,3106
532,-72.5889,129.7626,2251,3111
533,-72.6068,129.7209,2222,3113
534,-72.62331,129.6833,2555,3118
535,-72.63969,129.6457,2657,3125
536,-72.65759,129.6054,2298,3129
537,-72.674,129.5678,2416,3132
538,-72.6933,129.5274,2139,3139
539,-72.7097,129.4898,2227,3152
540,-72.7276,129.4509,2543,3161
541,-72.74409,129.4119,3115,3160
542,-72.7605,129.3743,2785,3160
543,-72.77699,129.3367,2541,3164
544,-72.79491,129.2977,2567,3172
545,-72.81129,129.2573,2501,3179
546,-72.8278,129.2225,,3179
547,-72.8457,129.1808,2671,3179
548,-72.86349,129.139,2516,3185
549,-72.88139,129.0987,,3194
550,-72.8978,129.0625,2228,3196
551,-72.91431,129.0221,1998,3194
552,-72.93221,128.9817,2061,3196
553,-72.94859,128.9441,2402,3204
554,-72.9651,128.9037,2365,3210
555,-72.9816,128.8634,2349,3213
556,-73.00079,128.8216,2484,3216
557,-73.0186,128.7813,2806,3218
558,-73.03371,128.7354,2758,3217
559,-73.0502,128.6896,,3219
560,-73.0639,128.6451,3907,3222
561,-73.0804,128.5992,3906,3228
562,-73.09689,128.5506,,3233
563,-73.1133,128.5075,,3237
564,-73.1284,128.4616,4088,3238
565,-73.1449,128.4103,4056,3237
566,-73.1613,128.3644,3959,3239
567,-73.1778,128.3172,4005,3239
568,-73.1929,128.2699,3963,3239
569,-73.2094,128.2186,4025,3235
570,-73.2245,128.1755,4022,3241
571,-73.2395,128.1282,4034,3244
572,-73.256,128.081,4038,3246
573,-73.2711,128.0337,4046,3241
574,-73.28889,127.9851,4058,3240
575,-73.304,127.9392,4055,3243
576,-73.3205,127.8947,4046,3243
577,-73.3356,127.8489,4071,3244
578,-73.35339,127.8016,4069,3242
579,-73.3699,127.7502,4063,3242
580,-73.38631,127.7071,4085,3238
581,-73.4014,127.6612,4040,3240
582,-73.4165,127.6168,4022,3236
583,-73.4357,127.564,3973,3234
584,-73.45219,127.5222,3948,3232
585,-73.4686,127.4735,3950,3232
586,-73.4837,127.4277,3953,3233
587,-73.5002,127.3845,3947,3228
588,-73.5153,127.3359,3917,3223
589,-73.5303,127.29,3898,3215
590,-73.5468,127.2414,3895,3213
591,-73.56329,127.1955,3896,3211
592,-73.5811,127.1454,3869,3217
