CBD,LAT,LON,THK,SRF
795,-80.2447,-121.9987,2164,1455
795.2,-80.2447,-121.9921,2165,1455
795.4,-80.2447,-121.982,2147,1454
795.6,-80.2414,-121.962,2127,1453
795.8,-80.2397,-121.9387,2089,1453
796,-80.2397,-121.9286,2043,1452
796.2,-80.2363,-121.9169,2044,1452
796.4,-80.2355,-121.9011,2046,1452
796.6,-80.2347,-121.8853,2047,1452
796.8,-80.2346,-121.8686,2048,1452
797,-80.233,-121.8535,2050,1452
797.2,-80.2313,-121.8385,2051,1454
797.4,-80.2296,-121.8235,2053,1455
797.6,-80.2288,-121.8119,2054,1456
797.8,-80.228,-121.8002,2055,1456
798,-80.2263,-121.7768,2057,1459
798.2,-80.2263,-121.7701,2058,1461
798.4,-80.2246,-121.7534,2059,1462
798.6,-80.2237,-121.7367,2061,1463
798.8,-80.2229,-121.72,2062,1464
799,-80.2212,-121.7,2063,1464
799.2,-80.2187,-121.6784,2065,1464
799.4,-80.2162,-121.6567,2066,1464
799.6,-80.2162,-121.6516,2068,1463
799.8,-80.2145,-121.63,2069,1462
800,-80.2145,-121.6149,2070,1460
800.2,-80.2128,-121.605,2072,1459
800.4,-80.2128,-121.5832,2073,1457
800.6,-80.2095,-121.5666,2074,1455
800.8,-80.2095,-121.5532,2076,1452
801,-80.2061,-121.5432,2077,1450
801.2,-80.2061,-121.5215,2078,1447
801.4,-80.2045,-121.5098,2080,1444
801.6,-80.2028,-121.4906,2081,1442
801.8,-80.2011,-121.4714,2083,1439
802,-80.1994,-121.4631,2084,1437
802.2,-80.1994,-121.4414,2085,1434
802.4,-80.1969,-121.4264,2087,1432
802.6,-80.1944,-121.4114,2088,1430
802.8,-80.1927,-121.3948,2081,1429
803,-80.1927,-121.3847,2079,1427
803.2,-80.1894,-121.3431,2084,1426
803.4,-80.1894,-121.3363,2109,1425
803.6,-80.1883,-121.3208,2096,1425
803.8,-80.1871,-121.3052,2083,1426
804,-80.186,-121.2897,2069,1426
804.2,-80.1827,-121.2763,2056,1427
804.4,-80.1827,-121.2596,2043,1428
804.6,-80.1818,-121.2404,2030,1430
