CBD,LAT,LON,THK,SRF
118,-77.89861,158.6893,899,2279
119,-77.8889,158.5643,925,2301
120,-77.87801,158.4476,863,2321
121,-77.867,158.3267,1011,2335
122,-77.8587,158.21,628,2346
123,-77.8477,158.0878,1013,2348
124,-77.83681,157.9683,1738,2337
125,-77.8271,157.8516,1715,2327
126,-77.8175,157.7225,1655,2317
127,-77.8065,157.603,1238,2313
128,-77.7942,157.4904,1508,2307
129,-77.7859,157.3805,1395,2297
130,-77.77631,157.2652,1139,2289
131,-77.7654,157.1581,1415,2287
132,-77.75571,157.0509,1459,2289
133,-77.7448,156.9397,1403,2294
134,-77.7365,156.8326,1418,2290
135,-77.72549,156.7145,1694,2287
136,-77.7159,156.6074,1792,2282
137,-77.7049,156.5057,1811,2280
138,-77.6953,156.3959,1818,2282
139,-77.6843,156.2915,2030,2289
140,-77.6747,156.1844,2085,2300
141,-77.6637,156.0786,2156,2305
142,-77.6541,155.977,1930,2301
143,-77.6445,155.8699,2115,2294
144,-77.6321,155.7545,2238,2290
145,-77.6212,155.6543,2259,2292
146,-77.6115,155.5513,1972,2296
147,-77.6006,155.4524,2030,2302
148,-77.5882,155.3453,2024,2305
149,-77.57719,155.2464,1918,2303
150,-77.56619,155.1421,1847,2307
151,-77.55659,155.0404,1059,2313
152,-77.5443,154.9443,1095,2327
153,-77.53191,154.8386,1095,2329
154,-77.5209,154.7356,1423,2335
155,-77.5085,154.6353,2051,2331
156,-77.50031,154.5351,2121,2337
157,-77.4879,154.4376,2151,2339
158,-77.4756,154.3346,2208,2350
159,-77.4646,154.2316,2213,2354
160,-77.4536,154.1354,2017,2357
161,-77.4426,154.0352,2078,2360
162,-77.42889,153.9281,,2365
163,-77.41789,153.8251,2085,2369
164,-77.40691,153.7262,,2367
165,-77.3959,153.6287,2327,2366
166,-77.38361,153.5271,,2369
167,-77.3726,153.4282,2517,2376
168,-77.3602,153.3293,2594,2378
169,-77.3492,153.2277,2493,2378
170,-77.3369,153.1329,,2378
171,-77.32179,153.0244,,2383
172,-77.31219,152.9256,,2388
173,-77.2998,152.8308,,2392
174,-77.2874,152.7319,,2393
175,-77.2765,152.6317,,2395
176,-77.2627,152.5342,2774,2402
177,-77.25169,152.4408,2702,2412
178,-77.2394,152.3392,2682,2417
179,-77.22839,152.2403,2689,2414
180,-77.21471,152.1373,2780,2413
181,-77.2037,152.0384,,2416
182,-77.1913,151.9437,,2426
183,-77.1803,151.842,,2433
184,-77.168,151.7404,,2442
185,-77.15559,151.6443,,2448
186,-77.14191,151.5413,,2457
187,-77.13091,151.4438,,2464
188,-77.1185,151.3422,,2477
189,-77.10339,151.2323,,2489
190,-77.09109,151.1389,2791,2502
191,-77.0787,151.0304,2841,2512
192,-77.065,150.9329,2805,2518
193,-77.054,150.8382,2858,2518
194,-77.0403,150.7393,2852,2516
195,-77.02789,150.6459,,2516
196,-77.0155,150.5525,,2524
197,-77.0018,150.4495,,2526
198,-76.9881,150.3479,2912,2526
199,-76.97569,150.2614,2905,2518
200,-76.96609,150.1666,2899,2516
201,-76.9537,150.0746,2895,2518
202,-76.94,149.984,,2524
203,-76.929,149.8947,,2524
204,-76.9153,149.8013,,2524
205,-76.9043,149.7107,2953,2523
206,-76.89059,149.6173,2941,2527
207,-76.8782,149.5198,2936,2531
208,-76.8658,149.4333,2840,2539
209,-76.8521,149.3399,,2544
210,-76.84109,149.2534,,2545
211,-76.8288,149.1614,2667,2542
212,-76.81641,149.0721,,2541
213,-76.8027,148.9828,2903,2544
214,-76.79311,148.8963,,2549
215,-76.7793,148.8071,,2555
216,-76.76421,148.7164,2888,2556
217,-76.7532,148.6217,2954,2554
218,-76.74091,148.5365,2953,2551
219,-76.7285,148.4528,2919,2549
220,-76.7175,148.3635,2920,2547
221,-76.7052,148.2811,2920,2543
222,-76.69279,148.1932,2901,2542
223,-76.67909,148.1053,2965,2546
224,-76.66811,148.0229,3014,2552
225,-76.6544,147.9337,3030,2555
226,-76.64059,147.8458,2992,2555
227,-76.6283,147.7579,3005,2551
228,-76.61591,147.6796,3056,2547
229,-76.6035,147.5986,3026,2543
230,-76.5912,147.5107,2983,2542
231,-76.5788,147.4297,2924,2543
232,-76.5665,147.3445,2819,2544
233,-76.55409,147.2649,2853,2548
234,-76.539,147.1729,2975,2553
