CBD,LAT,LON,THK,SRF
403,-85.2959,-142.4135,414,274.254
404,-85.30161,-142.1634,470,283
405,-85.31,-141.9,525,293
406,-85.3158,-141.6404,581,302
407,-85.3188,-141.4008,637,311
408,-85.32449,-141.1371,693,320
409,-85.33299,-140.8764,748,329
410,-85.336,-140.6204,804,338
411,-85.34731,-140.356,860,348
412,-85.3667,-140.2327,916,357
413,-85.3887,-140.2427,971,366
414,-85.26421,-141.1973,1027,375
415,-85.1187,-141.0612,1271,230
416,-85.09821,-141.0435,1515,240
417,-85.07899,-141.0355,1632,247
418,-85.0612,-141.0127,1748,250
419,-85.0434,-140.9885,1865,253
420,-85.0228,-140.9708,1799,257
421,-85.0023,-140.9532,1617,254
422,-84.979,-140.9311,1436,250
423,-84.96111,-140.9221,1254,251
424,-84.94189,-140.9074,1176,289
425,-84.9241,-140.8984,1185,262
426,-84.9035,-140.8973,1158,253
427,-84.883,-140.8963,1169,239
428,-84.8665,-140.9026,1197,244
429,-84.8459,-140.9056,1177,245
430,-84.8213,-140.8808,1022,243
431,-84.80479,-140.8721,867,257
432,-84.7829,-140.8572,712,272
433,-84.765,-140.8634,759,295
434,-84.7444,-140.8735,760,303
435,-84.72391,-140.8794,749,309
436,-84.70329,-140.8771,773,325
437,-84.6855,-140.8834,790,327
438,-84.6635,-140.8851,830,326
439,-84.64149,-140.8896,830,346
440,-84.6196,-140.9078,830,366
441,-84.6017,-140.9073,888,332
442,-84.5798,-140.9036,894,319
443,-84.5634,-140.9033,877,328
444,-84.5414,-140.9023,925,349
445,-84.52361,-140.8937,968,361
446,-84.50439,-140.8917,1001,381
447,-84.4838,-140.8951,1034,378
448,-84.4632,-140.8862,888,380
449,-84.4427,-140.8786,854,370
450,-84.4221,-140.8765,829,372
451,-84.40289,-140.8637,828,382
452,-84.38229,-140.8603,840,390
453,-84.3618,-140.8487,883,399
454,-84.34399,-140.8085,945,402
455,-84.3261,-140.7958,1013,408
456,-84.3042,-140.7608,1104,413
457,-84.285,-140.7411,1101,406
458,-84.26311,-140.7158,1089,400
459,-84.2453,-140.6962,1045,406
460,-84.22479,-140.6628,944,413
461,-84.2056,-140.6322,917,416
462,-84.18781,-140.6073,930,416
463,-84.1658,-140.6012,933,419
464,-84.1467,-140.5884,952,411
465,-84.1261,-140.5742,939,403
466,-84.1055,-140.5683,957,398
467,-84.0863,-140.5542,1004,389
468,-84.0685,-140.543,1152,383
469,-84.0466,-140.5178,1173,373
470,-84.0274,-140.5065,1193,366
471,-84.00819,-140.4884,1214,350
472,-83.989,-140.4703,1235,359
473,-83.9671,-140.4588,1255,352
474,-83.94791,-140.4394,1276,362
475,-83.92731,-140.4335,1296,363
476,-83.9068,-140.4153,1317,365
477,-83.8876,-140.3918,1228,354
