CBD,LAT,LON,THK,SRF
424,-82.8454,-146.3484,686,195
425,-82.864,-146.3708,692,206
426,-82.8819,-146.3987,686,199
427,-82.9005,-146.4259,686,217
428,-82.9184,-146.449,665,174
429,-82.93829,-146.4804,667,189
430,-82.959,-146.5097,662,183
431,-82.9769,-146.5321,651,185
432,-82.9975,-146.5545,644,193
433,-83.0161,-146.5784,624,187
434,-83.034,-146.6125,613,195
435,-83.05321,-146.6473,614,204
436,-83.0739,-146.6649,615,217
437,-83.091,-146.7018,630,228
438,-83.1089,-146.7311,652,239
439,-83.12891,-146.7632,684,235
440,-83.1468,-146.7945,698,243
441,-83.166,-146.8246,711,249
442,-83.1846,-146.8443,728,264
443,-83.2032,-146.8757,737,286
444,-83.2211,-146.8968,750,297
445,-83.2404,-146.9268,757,304
446,-83.25819,-146.9568,761,316
447,-83.27679,-146.9951,767,324
448,-83.2968,-147.0335,791,337
449,-83.31329,-147.0607,801,340
450,-83.33121,-147.0907,819,353
451,-83.3504,-147.1215,824,354
452,-83.369,-147.155,844,369
453,-83.38831,-147.1817,860,379
454,-83.4062,-147.2082,860,370
455,-83.4254,-147.2417,891,383
456,-83.444,-147.2822,914,391
457,-83.4626,-147.3197,927,380
458,-83.4818,-147.3422,981,388
459,-83.5011,-147.3765,1012,383
460,-83.519,-147.4072,1001,384
461,-83.5369,-147.4428,1020,379
462,-83.55409,-147.4852,986,371
463,-83.5726,-147.5154,973,347
464,-83.5912,-147.542,960,339
465,-83.6098,-147.5777,946,323
466,-83.6277,-147.6112,925,308
467,-83.6476,-147.6434,901,296
468,-83.6676,-147.6736,882,281
469,-83.6861,-147.714,853,268
470,-83.7039,-147.752,860,251
471,-83.7205,-147.79,881,232
472,-83.73911,-147.8346,914,217
473,-83.7598,-147.862,927,210
474,-83.77831,-147.8956,940,198
475,-83.7962,-147.9312,953,200
476,-83.8134,-147.9661,965,201
477,-83.8334,-148.0039,978,198
478,-83.8506,-148.0382,991,209
479,-83.8698,-148.0766,1004,196
480,-83.8884,-148.1088,999,222
481,-83.9063,-148.1514,976,208
482,-83.9249,-148.1926,962,194
483,-83.942,-148.2296,964,203
484,-83.96201,-148.2736,956,185
485,-83.98129,-148.3072,947,195
