CBD,LAT,LON,THK,SRF
619,-70.3768,136.9771,3249,2553
620,-70.3602,136.9573,3242,2554
621,-70.3403,136.9339,3235,2554
622,-70.3253,136.9208,3228,2551
623,-70.30701,136.9009,3221,2549
624,-70.29041,136.8793,3214,2543
625,-70.27209,136.8576,3207,2544
626,-70.2572,136.8411,3200,2546
627,-70.2372,136.8245,3193,2549
628,-70.2206,136.8096,3186,2544
629,-70.2056,136.7964,3179,2537
630,-70.189,136.7764,3172,2525
631,-70.17239,136.7581,3165,2519
632,-70.1591,136.7349,3170,2514
633,-70.1425,136.7134,3175,2512
634,-70.1259,136.6951,3161,2508
635,-70.11259,136.6802,3146,2502
636,-70.09599,136.6536,3132,2500
637,-70.08099,136.6237,3118,2497
638,-70.06779,136.5971,3104,2495
639,-70.0578,136.5606,3089,2500
640,-70.04449,136.529,3075,2503
641,-70.03461,136.4908,3061,2505
642,-70.0213,136.4525,3047,2506
643,-70.0114,136.416,3032,2504
644,-69.99809,136.3844,3018,2505
645,-69.98489,136.3445,3004,2503
646,-69.9749,136.3063,2990,2496
647,-69.9617,136.2764,2975,2492
648,-69.9501,136.2348,2961,2488
649,-69.9384,136.2016,2947,2486
650,-69.9269,136.1667,2933,2485
651,-69.9119,136.1317,2918,2484
652,-69.9037,136.0952,2904,2481
653,-69.8887,136.0619,2890,2479
654,-69.8788,136.0254,2876,2478
655,-69.8705,135.9922,2861,2479
656,-69.85561,135.9572,2847,2482
657,-69.8439,135.919,2833,2483
658,-69.8324,135.8858,2819,2484
659,-69.82069,135.8559,2804,2483
660,-69.8091,135.8226,2790,2482
661,-69.79919,135.7894,2776,2478
662,-69.791,135.7545,2761,2477
663,-69.776,135.7163,2747,2476
664,-69.7661,135.6831,2733,2475
665,-69.7545,135.6564,2719,2474
666,-69.7412,135.6182,2704,2473
667,-69.73129,135.5867,2690,2473
668,-69.72301,135.5551,2676,2472
669,-69.70799,135.5219,2662,2471
670,-69.6965,135.4903,2647,2467
671,-69.68649,135.4554,2633,2466
672,-69.6732,135.4204,2619,2466
673,-69.66161,135.3872,2605,2467
674,-69.655,135.3573,2590,2467
675,-69.64011,135.3191,2576,2467
676,-69.62849,135.2892,2562,2468
677,-69.6169,135.2576,2548,2467
678,-69.6053,135.2177,2533,2468
679,-69.592,135.1894,2519,2464
680,-69.5804,135.1579,2505,2464
681,-69.56709,135.1213,2491,2461
682,-69.55721,135.088,2476,2462
683,-69.5439,135.0548,2462,2464
684,-69.5307,135.0199,2448,2470
685,-69.5208,134.9833,2434,2480
686,-69.5058,134.9501,2419,2488
687,-69.49249,134.9101,2405,2495
688,-69.47929,134.8752,1969,2509
689,-69.4693,134.8403,2088,2525
690,-69.45441,134.8054,2245,2542
691,-69.44279,134.7655,2346,2552
692,-69.4295,134.7339,2251,2556
693,-69.4146,134.6923,2189,2560
694,-69.4014,134.6607,2306,2560
695,-69.3914,134.6241,2285,2561
696,-69.3765,134.5892,2289,2561
697,-69.3649,134.5559,2175,2563
698,-69.3533,134.5193,2129,2563
699,-69.34,134.4811,2197,2563
700,-69.3284,134.4478,2129,2559
701,-69.3168,134.4162,2280,2555
702,-69.3002,134.378,2252,2553
703,-69.2903,134.3447,2223,2551
704,-69.27699,134.3148,2046,2550
705,-69.2637,134.2765,2184,2546
706,-69.2538,134.2433,1949,2541
707,-69.2406,134.2084,2011,2533
708,-69.229,134.1735,2083,2529
709,-69.2173,134.1402,2164,2525
710,-69.2041,134.1053,2200,2521
711,-69.1875,134.072,2232,2518
712,-69.1776,134.0387,2229,2511
713,-69.16431,134.0088,2209,2506
714,-69.15269,133.9739,2215,2501
715,-69.1411,133.9373,2224,2497
716,-69.1295,133.9074,2203,2491
717,-69.1162,133.8725,2073,2483
718,-69.1046,133.8392,2196,2474
719,-69.093,133.8076,2155,2467
720,-69.0798,133.7727,2134,2462
721,-69.0681,133.7411,2133,2456
722,-69.05659,133.7079,2097,2444
723,-69.0416,133.6712,2011,2430
724,-69.0284,133.6396,2178,2419
725,-69.0184,133.6031,2315,2412
726,-69.00349,133.5715,2266,2412
727,-68.9919,133.5432,2318,2411
728,-68.9803,133.51,2334,2409
729,-68.967,133.4717,2387,2404
730,-68.9554,133.4418,2412,2405
731,-68.9438,133.4085,2439,2404
732,-68.9272,133.3769,2446,2404
733,-68.9173,133.3437,2322,2397
734,-68.90401,133.3121,2542,2389
735,-68.89079,133.2754,2762,2383
736,-68.8808,133.2438,2921,2380
737,-68.8676,133.2139,3102,2383
738,-68.85429,133.1757,3125,2388
