CBD,LAT,LON,THK,SRF
720,-84.7399,-103.201,643,2559
721,-84.7282,-103.0641,956,2583
722,-84.72321,-102.9473,594,2605
723,-84.71159,-102.8136,231,2630
724,-84.7032,-102.6967,640,2638
725,-84.6983,-102.5665,1049,2632
726,-84.68829,-102.4362,1458,2609
727,-84.67661,-102.3244,1229,2578
728,-84.67,-102.1941,1333,2541
729,-84.66,-102.0756,1889,2504
730,-84.65331,-101.9386,2410,2472
731,-84.645,-101.8251,1711,2449
732,-84.63499,-101.6982,1736,2422
733,-84.62669,-101.5746,1817,2396
734,-84.62,-101.4611,2317,2371
735,-84.6084,-101.3175,2330,2352
736,-84.6001,-101.2056,2344,2337
737,-84.5918,-101.0938,2357,2324
738,-84.5818,-100.9501,2371,2317
739,-84.5784,-100.8316,2384,2311
740,-84.5685,-100.7097,2448,2304
741,-84.5585,-100.5861,1802,2297
742,-84.5518,-100.4693,1884,2287
743,-84.5435,-100.359,2567,2281
744,-84.53349,-100.2188,3249,2270
745,-84.52521,-100.1086,2742,2259
746,-84.5186,-99.9884,2441,2246
747,-84.50861,-99.84309,2342,2243
748,-84.5002,-99.7245,2292,2238
749,-84.4902,-99.606,3045,2236
750,-84.4836,-99.4875,2684,2236
751,-84.4753,-99.36391,2206,2238
752,-84.4653,-99.24699,2414,2236
753,-84.457,-99.12,1909,2233
754,-84.4487,-98.99651,2795,2235
755,-84.442,-98.873,2770,2236
756,-84.4303,-98.7561,2745,2236
757,-84.422,-98.6241,2720,2235
758,-84.41541,-98.5106,2644,2235
759,-84.4054,-98.377,2357,2227
760,-84.39709,-98.25681,1947,2213
761,-84.3871,-98.15331,2497,2202
762,-84.37711,-98.01311,2211,2196
763,-84.37041,-97.8912,1925,2187
764,-84.3604,-97.7793,1984,2180
765,-84.3504,-97.6474,2559,2171
766,-84.34711,-97.5354,2669,2169
767,-84.3371,-97.41859,2778,2170
768,-84.32719,-97.2784,1937,2173
769,-84.3188,-97.1698,1843,2169
770,-84.30721,-97.0513,2608,2161
771,-84.2972,-96.93941,2600,2152
772,-84.29221,-96.8242,2591,2150
773,-84.2822,-96.6989,2583,2149
774,-84.2722,-96.56371,2574,2147
775,-84.26221,-96.44679,2566,2144
776,-84.25391,-96.3383,2557,2142
777,-84.24561,-96.2131,2549,2137
778,-84.2356,-96.09621,2540,2131
779,-84.2256,-95.981,2532,2126
780,-84.2173,-95.849,2523,2120
781,-84.2106,-95.7439,2515,2116
782,-84.19901,-95.62869,2506,2114
783,-84.189,-95.4968,2498,2116
784,-84.18069,-95.38319,2489,2114
785,-84.1707,-95.2697,2481,2114
786,-84.16071,-95.14951,2472,2113
787,-84.149,-95.0443,1880,2113
788,-84.1424,-94.9241,1960,2107
789,-84.1291,-94.8022,1747,2101
790,-84.12241,-94.692,1515,2093
791,-84.11411,-94.58009,1424,2086
792,-84.1024,-94.44991,1691,2079
793,-84.09241,-94.3414,1591,2074
794,-84.0824,-94.2312,1224,2065
795,-84.0741,-94.1026,1412,2056
796,-84.0641,-94.0041,1826,2050
797,-84.05409,-93.8956,1538,2049
798,-84.0442,-93.7704,1244,2044
799,-84.0325,-93.6602,1007,2021
800,-84.0258,-93.5533,1539,2000
801,-84.0125,-93.43649,1849,1986
802,-84.0042,-93.3396,1759,1988
803,-83.9975,-93.23109,1563,1993
804,-83.98421,-93.10921,1178,1986
805,-83.9726,-93.0024,1746,1980
806,-83.9642,-92.9072,2136,1969
807,-83.9543,-92.7836,1617,1969
808,-83.9442,-92.6951,1542,1956
809,-83.9343,-92.5833,1808,1942
810,-83.92261,-92.4765,1507,1919
811,-83.911,-92.383,1205,1912
812,-83.9043,-92.276,904,1910
813,-83.89259,-92.16589,1213,1911
814,-83.8793,-92.0641,1902,1907
815,-83.871,-91.9689,2590,1903
816,-83.8593,-91.87379,2160,1904
817,-83.851,-91.7719,1397,1909
818,-83.8394,-91.6801,1175,1909
819,-83.8277,-91.56821,1594,1907
820,-83.8161,-91.47639,1634,1897
821,-83.80611,-91.37621,1868,1889
822,-83.7944,-91.27769,1773,1880
823,-83.78439,-91.1759,1632,1874
824,-83.7728,-91.07739,1995,1867
825,-83.7628,-90.9772,1595,1860
826,-83.7495,-90.87869,920,1846
827,-83.7428,-90.7802,1668,1836
828,-83.73109,-90.675,1891,1823
829,-83.7178,-90.5766,1703,1813
830,-83.70779,-90.4864,1859,1805
831,-83.6945,-90.37289,2014,1801
832,-83.6828,-90.276,2170,1795
833,-83.6712,-90.1792,2325,1789
834,-83.66119,-90.084,2461,1784
835,-83.6479,-89.98711,2597,1780
836,-83.6395,-89.8853,2223,1772
837,-83.6295,-89.7818,2152,1758
838,-83.6162,-89.6866,2176,1741
839,-83.6062,-89.60809,2420,1724
840,-83.5929,-89.5063,2478,1708
841,-83.5829,-89.41451,2537,1700
842,-83.5696,-89.321,2354,1693
843,-83.5596,-89.22749,2264,1687
844,-83.5479,-89.1274,2357,1680
845,-83.5363,-89.03391,2440,1675
846,-83.5246,-88.9254,2523,1667
847,-83.5146,-88.8419,2439,1660
848,-83.5013,-88.75841,2374,1653
849,-83.4913,-88.6516,2406,1648
850,-83.48129,-88.56979,2299,1640
851,-83.468,-88.478,2378,1626
852,-83.4563,-88.3795,2338,1610
853,-83.4464,-88.28931,2298,1600
854,-83.433,-88.1992,2429,1596
855,-83.4214,-88.0957,2523,1602
856,-83.41141,-88.00549,2483,1602
857,-83.3997,-87.91879,2215,1599
858,-83.3864,-87.817,2123,1584
859,-83.3764,-87.72839,2163,1569
860,-83.36639,-87.64,2129,1553
861,-83.3531,-87.5365,2160,1547
862,-83.34309,-87.448,2182,1545
863,-83.3298,-87.3546,2314,1554
864,-83.3181,-87.25439,2379,1559
865,-83.30811,-87.1759,2084,1560
866,-83.29649,-87.0891,2097,1552
867,-83.2831,-86.989,2004,1541
868,-83.2715,-86.90221,1986,1524
869,-83.2598,-86.8188,2047,1506
870,-83.24651,-86.73689,2277,1491
871,-83.2348,-86.6418,2359,1488
872,-83.22321,-86.56,2219,1487
873,-83.2065,-86.4632,1990,1479
874,-83.1965,-86.3864,2063,1465
875,-83.18491,-86.30299,2029,1454
876,-83.1716,-86.21291,2213,1448
877,-83.16319,-86.1143,2139,1448
878,-83.1499,-86.04761,2196,1442
879,-83.1382,-85.95239,2401,1433
880,-83.12489,-85.8773,2193,1418
881,-83.11659,-85.79559,2154,1412
882,-83.10159,-85.7021,2160,1415
883,-83.0916,-85.6203,2173,1421
884,-83.07829,-85.5452,2313,1424
885,-83.0666,-85.45171,2336,1421
886,-83.05499,-85.3716,2239,1413
887,-83.0416,-85.2982,2156,1407
888,-83.03,-85.20641,2428,1400
889,-83.015,-85.1279,2322,1396
890,-83.005,-85.0545,2479,1388
891,-82.99001,-84.97771,2535,1385
892,-82.9767,-84.89931,2591,1385
893,-82.96671,-84.8158,2647,1388
894,-82.9534,-84.724,2703,1385
895,-82.9417,-84.6606,2758,1377
896,-82.92841,-84.5638,2814,1365
897,-82.9167,-84.4937,2870,1352
898,-82.9017,-84.4169,2926,1347
899,-82.89011,-84.3485,2849,1344
900,-82.87669,-84.2601,2771,1338
901,-82.8651,-84.1832,2694,1329
902,-82.8501,-84.1098,2887,1317
903,-82.83839,-84.02811,3080,1308
904,-82.8268,-83.9613,3053,1300
905,-82.8118,-83.8795,3099,1295
906,-82.79849,-83.80611,3023,1290
907,-82.7852,-83.731,3048,1285
908,-82.7751,-83.6575,3031,1278
909,-82.76019,-83.57249,3008,1271
910,-82.7468,-83.5056,3070,1265
911,-82.7352,-83.4473,2934,1257
912,-82.71851,-83.3605,2797,1243
913,-82.70689,-83.29041,2661,1221
914,-82.69521,-83.2103,2524,1193
915,-82.6819,-83.1418,2388,1178
916,-82.66859,-83.0634,2251,1175
917,-82.6552,-82.98331,2115,1193
918,-82.6369,-82.9149,1978,1208
919,-82.62691,-82.84979,1842,1215
920,-82.6136,-82.77969,1881,1208
921,-82.6003,-82.70129,1873,1196
922,-82.58859,-82.6279,2157,1189
923,-82.5769,-82.56281,1993,1184
924,-82.5619,-82.481,1986,1182
925,-82.5486,-82.4109,1871,1186
926,-82.53529,-82.3425,1834,1186
927,-82.52029,-82.2758,1836,1178
928,-82.5103,-82.19901,1707,1157
929,-82.4987,-82.1356,1662,1142
930,-82.48199,-82.0621,1475,1131
931,-82.4687,-81.99541,1435,1126
932,-82.457,-81.927,1359,1121
933,-82.4453,-81.85361,1321,1113
934,-82.4303,-81.7935,1276,1104
935,-82.4187,-81.72009,1256,1090
936,-82.4054,-81.6534,1233,1076
937,-82.3904,-81.5882,1215,1057
938,-82.377,-81.53149,1200,1039
939,-82.36369,-81.4614,1250,1023
940,-82.3504,-81.3896,1288,1011
941,-82.34039,-81.3246,1255,1006
942,-82.32539,-81.2662,1203,994
943,-82.3121,-81.20779,1277,961
944,-82.2971,-81.1377,1728,936
945,-82.2854,-81.0726,1706,925
946,-82.27209,-81.0192,1684,937
947,-82.2588,-80.9574,1590,937
948,-82.2438,-80.8891,1687,926
949,-82.2321,-80.84241,1694,913
950,-82.2188,-80.7739,1782,902
951,-82.2021,-80.71049,1870,900
952,-82.1922,-80.65379,1785,898
953,-82.1788,-80.6021,1752,891
954,-82.1638,-80.53529,1771,877
955,-82.1505,-80.47861,1775,864
956,-82.13721,-80.4169,1778,859
957,-82.1239,-80.36349,1782,855
958,-82.1122,-80.3067,1785,849
959,-82.09891,-80.24989,1789,838
960,-82.0822,-80.17661,1792,834
961,-82.0706,-80.1282,1796,837
962,-82.0573,-80.0564,1799,847
963,-82.03889,-79.99139,1803,850
964,-82.0273,-79.93629,1806,845
965,-82.01559,-79.8662,1699,835
966,-81.9989,-79.7944,1591,821
967,-81.9856,-79.7294,1515,809
968,-81.9706,-79.6693,1481,790
969,-81.9556,-79.59419,1464,773
970,-81.9406,-79.5275,1446,757
971,-81.929,-79.4724,1453,745
972,-81.91229,-79.4007,1448,733
973,-81.89729,-79.33569,1356,726
974,-81.884,-79.2739,1237,713
975,-81.869,-79.21381,1221,692
976,-81.8573,-79.15041,1359,672
977,-81.8407,-79.0937,1368,664
978,-81.82899,-79.0437,1320,664
979,-81.8157,-78.9785,1363,663
980,-81.8007,-78.9202,1348,654
981,-81.7874,-78.87019,1384,646
982,-81.774,-78.8067,1379,634
983,-81.7607,-78.755,1336,623
984,-81.74741,-78.6949,1407,613
985,-81.73241,-78.6449,1550,608
986,-81.71741,-78.5782,1410,597
987,-81.70239,-78.5148,1420,585
988,-81.68739,-78.468,1598,570
989,-81.6758,-78.4063,1673,561
990,-81.6608,-78.3396,1565,546
991,-81.6474,-78.2928,1487,536
992,-81.63409,-78.23109,1438,523
993,-81.61749,-78.16769,1498,518
994,-81.60249,-78.1077,1490,514
995,-81.58749,-78.0493,1379,505
996,-81.57249,-77.9893,1567,489
997,-81.5591,-77.9174,1912,477
998,-81.54581,-77.8524,1873,471
999,-81.5325,-77.7923,1606,462
1000,-81.5191,-77.73061,1703,440
1001,-81.5042,-77.6722,1397,415
1002,-81.4892,-77.5988,1549,402
1003,-81.47749,-77.53709,1830,393
1004,-81.46249,-77.48869,1818,384
1005,-81.44749,-77.4286,1806,374
1006,-81.4342,-77.36189,2017,370
1007,-81.4192,-77.3102,1578,369
1008,-81.4059,-77.24181,1663,362
1009,-81.3909,-77.1951,1747,349
1010,-81.37759,-77.1366,1832,340
1011,-81.3642,-77.0732,1896,339
1012,-81.35091,-77.01489,2062,338
1013,-81.3376,-76.9648,2047,331
1014,-81.3226,-76.9081,2033,322
1015,-81.3109,-76.85471,2018,310
1016,-81.29761,-76.7946,2004,304
1017,-81.2859,-76.74631,1989,290
1018,-81.2726,-76.6945,1710,280
1019,-81.25929,-76.6445,1687,271
1020,-81.24429,-76.5927,1665,263
1021,-81.231,-76.53101,1463,251
1022,-81.21761,-76.48599,1440,242
1023,-81.2043,-76.43089,1418,230
1024,-81.1926,-76.3842,1508,226
1025,-81.181,-76.32739,1384,221
1026,-81.16431,-76.2791,1447,220
1027,-81.151,-76.2224,1346,214
1028,-81.1377,-76.17731,1416,208
1029,-81.1244,-76.1172,1443,202
1030,-81.1127,-76.0722,1466,201
1031,-81.09599,-76.0238,1425,202
1032,-81.0844,-75.9637,1198,193
1033,-81.071,-75.91541,1295,183
1034,-81.05769,-75.867,1436,178
1035,-81.0461,-75.81531,1305,177
1036,-81.0327,-75.7735,1313,179
1037,-81.01939,-75.7068,1256,175
1038,-81.00439,-75.66679,1271,174
1039,-80.9911,-75.61501,1194,165
1040,-80.98109,-75.5717,1198,150
1041,-80.96609,-75.51331,1188,138
1042,-80.9528,-75.4449,1202,128
1043,-80.9511,-75.2011,1217,129
1044,-80.94611,-75.3781,1231,127
1045,-80.9444,-75.27299,1246,123
1046,-80.95779,-75.1192,1260,133
1047,-80.96609,-75.03571,1275,141
1048,-80.9745,-74.9621,1289,145
1049,-80.97951,-74.88029,1303,158
1050,-80.98779,-74.7951,1318,160
1051,-80.9928,-74.7215,1332,165
1052,-81.0011,-74.6329,1347,169
1053,-81.00951,-74.56281,1361,172
1054,-81.0145,-74.4809,1337,174
1055,-81.0211,-74.3958,1356,174
1056,-81.0278,-74.3139,1331,177
1057,-81.0361,-74.2336,1293,180
1058,-81.0428,-74.1434,1272,181
1059,-81.0495,-74.0632,1232,182
1060,-81.05949,-73.98801,1252,180
1061,-81.06619,-73.9044,1249,180
1062,-81.0728,-73.82091,1214,182
1063,-81.08121,-73.73399,1216,189
1064,-81.0878,-73.65379,1180,189
1065,-81.0945,-73.55859,1193,191
1066,-81.1012,-73.4734,1178,187
1067,-81.10609,-73.3932,1163,186
1068,-81.11279,-73.298,1154,186
1069,-81.1178,-73.2128,1144,186
1070,-81.1245,-73.13091,1139,185
1071,-81.1295,-73.034,1116,185
1072,-81.1378,-72.9604,1101,182
1073,-81.1445,-72.8602,1109,182
1074,-81.1512,-72.7883,1096,185
1075,-81.1595,-72.70979,1079,191
1076,-81.16451,-72.6162,1070,193
1077,-81.17281,-72.536,1083,193
1078,-81.1812,-72.44411,1072,191
1079,-81.1862,-72.3539,1061,192
1080,-81.1945,-72.2737,1050,194
1081,-81.1978,-72.1868,1039,191
1082,-81.20621,-72.10159,1028,190
1083,-81.2128,-72.008,1017,192
1084,-81.2178,-71.9111,1006,204
1085,-81.2245,-71.8326,978,214
1086,-81.2312,-71.739,987,226
1087,-81.23621,-71.64709,1014,236
1088,-81.2412,-71.5535,1017,240
1089,-81.2495,-71.4633,1029,243
1090,-81.2545,-71.3748,1025,247
1091,-81.26109,-71.2812,1035,253
1092,-81.2695,-71.1893,1039,259
1093,-81.2728,-71.1024,1058,262
1094,-81.2762,-71.0022,1063,266
1095,-81.28619,-70.9169,1086,272
1096,-81.28951,-70.82671,1095,278
1097,-81.29449,-70.7298,1082,282
1098,-81.2995,-70.64461,1100,291
