CBD,LAT,LON,THK,SRF
422,-70.7655,159.3315,563,1729
425,-70.7449,159.1608,982,1859
426,-70.73531,159.1045,1046,1894
427,-70.7243,159.0453,1347,1902
428,-70.71471,158.9875,2018,1897
429,-70.70509,158.9325,1210,1902
430,-70.6942,158.8747,800,1907
431,-70.67909,158.8293,1234,1918
432,-70.6626,158.7825,799,1882
433,-70.64619,158.7371,1739,1888
434,-70.6297,158.689,1073,1867
435,-70.61459,158.6408,778,1860
436,-70.60229,158.5858,935,1846
437,-70.5941,158.5239,934,1845
438,-70.5858,158.4606,1338,1836
439,-70.5762,158.4056,1228,1816
440,-70.5666,158.3491,855,1802
441,-70.55569,158.29,2016,1790
442,-70.5475,158.2336,1754,1776
443,-70.5378,158.1676,1374,1784
444,-70.5296,158.1098,1550,1764
445,-70.5228,158.0451,1481,1752
446,-70.5146,157.9887,1473,1744
447,-70.5063,157.9323,1501,1733
448,-70.49809,157.8758,1537,1726
449,-70.4899,157.8139,1918,1698
450,-70.4816,157.7616,2451,1685
451,-70.472,157.7025,2214,1678
452,-70.46381,157.6406,1987,1678
453,-70.4556,157.5787,1904,1655
454,-70.446,157.5236,1819,1637
455,-70.4391,157.4672,1557,1641
456,-70.4296,157.4108,1738,1648
457,-70.41991,157.3558,1939,1643
458,-70.4131,157.3021,1892,1653
459,-70.4035,157.2471,2214,1642
460,-70.39529,157.1893,2128,1628
461,-70.3857,157.1287,2288,1620
462,-70.3775,157.0765,2563,1631
463,-70.37061,157.0159,2369,1632
464,-70.3651,156.9582,2255,1623
465,-70.3569,156.9003,2252,1631
466,-70.34731,156.844,2330,1588
467,-70.3391,156.7903,2331,1570
469,-70.3212,156.6733,1465,1609
470,-70.31171,156.621,1589,1606
471,-70.30341,156.5646,1597,1618
472,-70.2952,156.5096,1654,1636
473,-70.287,156.4532,1759,1655
474,-70.2787,156.3995,1845,1637
475,-70.2691,156.3445,1584,1633
476,-70.26089,156.2853,1580,1616
477,-70.2527,156.2303,1767,1619
478,-70.2431,156.1656,1802,1620
479,-70.23489,156.112,2092,1633
480,-70.22659,156.0542,2128,1631
481,-70.217,155.9978,1643,1616
482,-70.2088,155.9441,1942,1611
483,-70.1992,155.8864,1967,1585
484,-70.18961,155.8313,1658,1582
485,-70.17999,155.7735,1998,1573
486,-70.17039,155.7212,1950,1560
487,-70.1622,155.6607,2045,1554
488,-70.1512,155.6029,1979,1527
489,-70.14439,155.5465,1657,1531
490,-70.13341,155.4887,2210,1526
491,-70.1265,155.4337,2147,1523
492,-70.1156,155.3814,2071,1520
493,-70.1087,155.3249,2207,1516
494,-70.0977,155.2658,2249,1489
495,-70.08949,155.2094,2318,1482
497,-70.06889,155.0952,2264,1490
498,-70.0607,155.0388,2164,1461
499,-70.0497,154.9782,2166,1459
500,-70.0401,154.9246,2039,1447
501,-70.03191,154.8723,1995,1445
502,-70.0209,154.8159,1953,1432
503,-70.01131,154.7581,1992,1417
504,-70.0004,154.703,2014,1398
505,-69.9935,154.6439,2019,1372
506,-69.9825,154.5889,2105,1367
508,-69.9633,154.4733,2141,1365
509,-69.95509,154.4183,1874,1347
510,-69.94411,154.3633,1857,1338
511,-69.93449,154.3123,1936,1335
512,-69.9249,154.2559,1961,1330
513,-69.9153,154.2036,2005,1318
514,-69.9057,154.1431,2015,1323
515,-69.8947,154.0894,1780,1293
516,-69.8851,154.0344,2224,1270
517,-69.8755,153.9752,2233,1270
518,-69.86591,153.9188,1759,1250
519,-69.85629,153.8693,1457,1244
520,-69.8481,153.8101,1472,1215
521,-69.8412,153.7537,1840,1229
522,-69.83299,153.6959,2043,1216
523,-69.8261,153.6367,2019,1215
524,-69.8179,153.579,1938,1200
525,-69.8083,153.5225,1599,1186
526,-69.80009,153.4661,1739,1173
527,-69.7919,153.4097,1730,1158
528,-69.7836,153.3588,1766,1148
529,-69.774,153.3037,1807,1145
530,-69.7644,153.2501,1901,1135
531,-69.7562,153.1909,1272,1106
532,-69.75211,153.1276,1238,1080
533,-69.75481,153.0643,474,1085
559,-69.90469,151.5335,2311,1222
560,-69.9102,151.4716,2385,1224
561,-69.91299,151.4096,2474,1225
563,-69.9048,151.2858,2313,1201
564,-69.8869,151.2486,2328,1216
565,-69.86501,151.2444,2351,1212
566,-69.84579,151.2828,2340,1212
567,-69.8293,151.324,2445,1211
568,-69.8102,151.3707,2304,1209
569,-69.7937,151.4132,2321,1194
570,-69.77589,151.4517,2264,1192
571,-69.7608,151.4915,2217,1174
572,-69.7444,151.5327,2154,1152
573,-69.7251,151.5724,2330,1156
574,-69.70869,151.6109,2418,1136
575,-69.69231,151.6507,2621,1138
576,-69.6758,151.6877,2506,1120
577,-69.6566,151.7358,2447,1099
578,-69.6416,151.7742,2424,1107
579,-69.62511,151.8126,2466,1097
580,-69.61011,151.8496,2393,1101
581,-69.595,151.8881,2526,1059
582,-69.57581,151.9196,2584,1072
583,-69.558,151.9471,2643,1075
584,-69.5415,151.9731,2700,1080
586,-69.5045,152.0376,2786,1043
593,-69.3812,152.2448,2527,980
594,-69.3633,152.2749,2286,956
595,-69.3441,152.3079,1896,942
596,-69.3277,152.3381,1665,922
597,-69.30991,152.3642,1669,904
598,-69.2934,152.3944,1664,878
599,-69.2756,152.4218,1670,856
600,-69.2578,152.4506,1677,833
601,-69.24001,152.4794,1839,815
602,-69.2249,152.5069,2016,817
603,-69.20711,152.5329,2142,817
604,-69.1879,152.5644,1943,800
605,-69.1714,152.5932,2105,789
606,-69.15359,152.6194,2210,784
607,-69.1344,152.6151,2161,779
608,-69.1248,152.567,2074,766
609,-69.13029,152.5161,2066,756
610,-69.14951,152.5021,1834,750
611,-69.1633,152.5378,1898,773
612,-69.1716,152.5858,2025,775
613,-69.1799,152.6379,2301,783
614,-69.18539,152.6872,2363,796
616,-69.20061,152.7859,2512,797
617,-69.2048,152.8394,2514,806
622,-69.2421,153.0931,1695,820
623,-69.2476,153.1439,1673,818
624,-69.2545,153.1946,1693,821
625,-69.25999,153.2439,1758,832
626,-69.26691,153.2988,1791,849
627,-69.27251,153.3496,1732,861
628,-69.2821,153.4003,1793,869
629,-69.289,153.4483,1961,881
630,-69.2973,153.4963,2043,902
631,-69.30701,153.5525,2032,919
632,-69.31531,153.6005,2033,936
633,-69.3222,153.6553,2135,946
634,-69.3208,153.7061,2004,940
635,-69.303,153.7294,1876,941
636,-69.28661,153.7115,1740,928
637,-69.2811,153.6593,1909,924
638,-69.2921,153.6151,2264,925
639,-69.30859,153.5985,2026,939
640,-69.33189,153.5915,1871,949
641,-69.3512,153.5831,1878,969
642,-69.37041,153.5679,1721,984
643,-69.38831,153.5622,1379,1001
644,-69.4075,153.5511,1697,1011
645,-69.4268,153.533,1787,1031
646,-69.446,153.5233,1871,1048
647,-69.4653,153.5067,1908,1064
648,-69.4818,153.4804,1945,1065
649,-69.5024,153.4486,2015,1067
650,-69.51891,153.4197,1477,1053
651,-69.53819,153.3934,1654,1064
652,-69.5574,153.3699,1247,1066
653,-69.5753,153.3478,1469,1075
654,-69.5918,153.3229,1427,1082
655,-69.61099,153.2966,1422,1082
656,-69.62891,153.2717,2099,1100
657,-69.6467,153.2413,1323,1119
658,-69.6674,153.2137,1202,1127
661,-69.7224,153.1336,1754,1089
662,-69.7402,153.1087,1518,1089
663,-69.7581,153.0838,1685,1085
