CBD,LAT,LON,THK,SRF
66,-89.8765,46.5845,2738,2776
67,-89.877,47.7046,2738,2764
68,-89.8763,47.4303,2706,2755
69,-89.7429,-30.19659,2740,2751
70,-89.6967,-41.0775,2728,2749
71,-89.6807,-38.3051,2811,2756
72,-89.6611,-36.7131,2853,2763
73,-89.6435,-34.8726,2831,2777
74,-89.6216,-33.4736,2719,2784
75,-89.6066,-31.4792,2718,2785
76,-89.5894,-34.1546,2663,2778
78,-89.6045,-29.914,2711,2768
79,-89.625,-25.7371,2607,2761
80,-89.6352,-26.9745,2570,2760
81,-89.6546,-23.3896,2576,2770
82,-89.6673,-22.2007,2559,2783
83,-89.6817,-20.9267,2575,2792
84,-89.698,-18.27499,2706,2790
85,-89.7079,-17.8114,2765,2782
86,-89.7188,-17.6411,2679,2774
87,-89.7395,-10.2191,2698,2767
88,-89.75169,-7.6362,2588,2776
89,-89.75729,-6.2517,2566,2784
90,-89.76289,-1.8086,2666,2802
91,-89.76019,2.3307,2632,2809
92,-89.73531,-3.4925,2698,2817
93,-89.72189,-1.1262,2747,2816
94,-89.7068,1.5059,2973,2810
95,-89.692,3.8707,2984,2805
96,-89.67731,6.2422,3048,2795
97,-89.66161,7.9982,2958,2797
98,-89.6449,10.0741,2862,2802
99,-89.62939,11.9281,2815,2815
100,-89.6122,13.6208,2636,2819
101,-89.5946,15.5596,2769,2827
102,-89.5829,17.24719,2914,2832
103,-89.5788,19.34129,3055,2832
104,-89.5735,21.23489,3298,2831
105,-89.56419,23.2619,2935,2831
106,-89.55521,25.04601,3039,2843
107,-89.54379,26.62711,3073,2846
108,-89.5325,28.42461,3050,2848
109,-89.52119,30.1132,3098,2848
110,-89.5083,31.8156,3235,2855
113,-89.46719,36.0323,2861,2850
114,-89.45261,37.52609,2942,2874
115,-89.43851,38.88091,2950,2895
116,-89.42419,40.13589,3176,2913
120,-89.3609,44.74229,2876,2915
121,-89.3429,45.8318,3148,2909
122,-89.3261,46.7144,3097,2892
124,-89.2917,48.52721,2733,2845
125,-89.27409,49.403,2502,2892
126,-89.2572,50.2812,2518,2919
127,-89.2375,51.20711,2579,2924
128,-89.21899,51.93629,2584,2925
131,-89.1622,54.2175,2377,2990
132,-89.14301,54.8916,2643,2971
134,-89.1044,56.1212,2625,3022
135,-89.0864,56.6611,2557,3021
136,-89.0663,57.1507,2647,3020
137,-89.04559,57.6998,2715,3023
138,-89.02409,58.15759,2572,3029
139,-89.004,58.6035,2657,3037
140,-88.9825,59.0437,2645,3043
141,-88.9624,59.57269,2715,3042
142,-88.9402,59.9671,2796,3036
143,-88.9221,60.4682,2896,3034
144,-88.9005,60.9838,3024,3039
145,-88.8797,61.5312,3133,3050
146,-88.8595,61.97929,3238,3045
147,-88.83929,62.4762,2979,3038
148,-88.8177,62.899,3254,3034
149,-88.79739,63.3447,3278,3033
150,-88.7758,63.7655,3238,3030
151,-88.7556,64.18491,3279,2997
152,-88.7339,64.5215,3338,2997
153,-88.7122,64.9456,3291,2994
154,-88.6906,65.3403,3305,3019
155,-88.6696,65.7444,3151,3019
156,-88.6472,66.1051,3265,3023
157,-88.6255,66.47881,3088,3026
158,-88.6039,66.8317,3174,3025
159,-88.5842,67.25259,3153,3038
160,-88.5618,67.61591,3181,3041
161,-88.5414,68.0321,3309,3040
162,-88.5204,68.3589,3309,3036
163,-88.4986,68.7518,3319,3029
164,-88.47549,69.07829,3325,3030
165,-88.45309,69.3575,3233,3022
166,-88.42931,69.6105,3387,3029
167,-88.4075,69.87601,3396,3024
168,-88.3837,70.1525,3387,3031
169,-88.364,70.541,3428,3006
170,-88.3531,71.1391,3383,3020
171,-88.3532,71.7583,3396,3014
172,-88.3622,72.3658,3353,3044
173,-88.3719,72.968,3382,3038
174,-88.38229,73.5407,3392,3041
175,-88.3933,74.1281,3268,3036
176,-88.4016,74.7222,3385,3021
177,-88.41119,75.3419,3311,3011
178,-88.4201,75.9563,3408,3003
179,-88.429,76.5352,3386,3013
180,-88.4379,77.16319,3453,3029
181,-88.4481,77.83121,3327,3038
182,-88.45419,78.4838,3286,3051
183,-88.461,79.18851,3242,3043
184,-88.4642,79.85519,3087,3048
185,-88.4689,80.5778,2907,3045
186,-88.4742,81.2282,2824,3042
187,-88.47749,81.9272,2698,3037
188,-88.4807,82.6136,2713,3028
189,-88.4846,83.315,2844,3033
190,-88.48711,84.0721,2793,3036
191,-88.48891,84.7623,2803,3034
192,-88.492,85.48779,2819,3028
193,-88.4938,86.1846,2844,3007
194,-88.4955,86.89571,2838,3009
195,-88.4973,87.6499,2904,3018
196,-88.49899,88.3801,3036,3034
197,-88.4994,89.00819,3036,3036
198,-88.50031,89.7829,3026,3034
199,-88.49989,90.481,2984,3022
200,-88.5002,91.21609,2992,3012
201,-88.4991,91.9644,2959,3019
202,-88.4994,92.66631,2918,3036
203,-88.4982,93.4165,2895,3046
204,-88.4971,94.10249,2752,3041
205,-88.4959,94.8557,2705,3041
206,-88.4933,95.6138,2635,3051
207,-88.4915,96.3013,2611,3053
208,-88.4882,97.06619,2544,3055
209,-88.4863,97.78999,2588,3036
210,-88.4837,98.5593,2541,3032
211,-88.48109,99.26151,2586,3037
212,-88.4785,99.9998,2678,3048
213,-88.4745,100.7407,2702,3058
214,-88.47189,101.4348,2730,3048
215,-88.46719,102.1301,2748,3054
216,-88.46381,102.9199,2747,3059
217,-88.4592,103.6045,2716,3064
218,-88.453,104.3422,2700,3055
219,-88.44901,105.0714,2711,3045
220,-88.4429,105.7901,2661,3044
221,-88.4382,106.4897,2592,3045
222,-88.4321,107.19,2521,3044
223,-88.42599,107.8737,2535,3051
224,-88.4192,108.5653,2574,3061
225,-88.4131,109.25,2695,3069
226,-88.40559,109.9645,2784,3070
227,-88.3981,110.6404,2805,3071
228,-88.39,111.3338,2829,3067
229,-88.38251,112.0273,2853,3069
230,-88.3743,112.6767,3050,3068
231,-88.36549,113.3341,3041,3068
232,-88.3573,113.9958,3024,3067
233,-88.3485,114.6757,2944,3064
234,-88.339,115.2982,2851,3069
235,-88.32809,115.9813,2769,3064
236,-88.3199,116.6183,2850,3065
237,-88.30901,117.2838,2887,3057
238,-88.2982,117.8968,2850,3056
239,-88.28729,118.5305,2843,3049
240,-88.2764,119.1418,2937,3047
241,-88.26489,119.765,3068,3045
242,-88.25481,120.321,3195,3043
243,-88.24249,120.9458,3189,3044
244,-88.231,121.564,3173,3046
245,-88.2188,122.1847,3045,3043
246,-88.2065,122.7994,3041,3040
247,-88.1936,123.3887,2994,3039
248,-88.18221,123.9417,3010,3045
249,-88.1693,124.4999,3069,3047
250,-88.15511,125.0532,3055,3055
251,-88.1423,125.6467,3157,3073
253,-88.1152,126.7337,3158,3049
254,-88.101,127.2902,3181,3047
255,-88.0869,127.8194,3187,3035
256,-88.07201,128.3776,3132,3028
257,-88.0578,128.9072,3106,3024
258,-88.043,129.4327,3089,3035
259,-88.0282,129.9332,2982,3028
260,-88.0141,130.4145,3025,3027
261,-87.9986,130.9547,3044,3032
263,-87.96629,131.9135,3060,3012
264,-87.94881,132.3944,3015,3017
265,-87.93201,132.8407,3055,3019
266,-87.9165,133.3066,3099,3036
267,-87.8998,133.7214,3151,3028
268,-87.883,134.116,3095,3037
269,-87.8649,134.5375,3203,3019
270,-87.84821,134.941,3190,3030
271,-87.83211,135.4146,3165,3012
272,-87.81531,135.8121,3093,3023
273,-87.7972,136.2486,3090,3017
274,-87.77921,136.5979,3083,3034
275,-87.76109,137.0077,3159,3039
276,-87.7431,137.3344,3165,3043
277,-87.7236,137.7204,3173,3037
278,-87.7049,138.0564,3148,3034
279,-87.6855,138.3964,3117,3029
280,-87.664,138.7792,3044,3025
