Filenames,year,flightline,contains_two_flights,flipped_vert,cbd_start,cbd_end
DTU001_0004108_0004133_lowqual.jpg,1974,11,0,0,1603,1585
DTU001_0004134_0004159_lowqual.jpg,1974,11,0,0,1584,1565
DTU001_0004160_0004185_lowqual.jpg,1974,11,0,0,1564,1549
DTU001_0004186_0004211_lowqual.jpg,1974,11,0,0,1548,1528
DTU001_0004212_0004237_lowqual.jpg,1974,11,0,0,1527,1507
DTU001_0004238_0004263_lowqual.jpg,1974,11,0,0,1506,1488
DTU001_0004264_0004289_lowqual.jpg,1974,11,0,0,1487,1469
DTU001_0004290_0004315_lowqual.jpg,1974,11,0,0,1468,1450
DTU001_0004316_0004341_lowqual.jpg,1974,11,0,0,1449,1431
DTU001_0004342_0004367_lowqual.jpg,1974,11,0,0,1430,1412
DTU001_0004368_0004393_lowqual.jpg,1974,11,0,0,1408,1390
DTU001_0004394_0004419_lowqual.jpg,1974,11,0,0,1389,1370
DTU001_0004420_0004445_lowqual.jpg,1974,11,0,0,1369,1351
DTU001_0004446_0004471_lowqual.jpg,1974,11,0,0,1350,1332
DTU001_0004472_0004497_lowqual.jpg,1974,11,0,0,1331,1313
DTU001_0004498_0004523_lowqual.jpg,1974,11,0,0,1312,1294
DTU001_0004524_0004549_lowqual.jpg,1974,11,0,0,1293,1275
DTU001_0004550_0004575_lowqual.jpg,1974,11,0,0,1274,1256
DTU001_0004576_0004601_lowqual.jpg,1974,11,0,0,1255,1237
DTU001_0004602_0004627_lowqual.jpg,1974,11,0,0,1236,1218
DTU001_0004628_0004653_lowqual.jpg,1974,11,0,0,1217,1199
DTU001_0004654_0004679_lowqual.jpg,1974,11,0,0,1198,1180
DTU001_0004680_0004705_lowqual.jpg,1974,11,0,0,1179,1161
DTU001_0004706_0004731_lowqual.jpg,1974,11,0,0,1160,1142
DTU001_0004732_0004757_lowqual.jpg,1974,11,0,0,1141,1123
DTU001_0004758_0004783_lowqual.jpg,1974,11,0,0,1122,1104
DTU001_0004784_0004809_lowqual.jpg,1974,11,0,0,1103,1085
DTU001_0004810_0004835_lowqual.jpg,1974,11,0,0,1084,1066
DTU001_0004836_0004861_lowqual.jpg,1974,11,0,0,1065,1047
DTU001_0004862_0004887_lowqual.jpg,1974,11,0,0,1046,1028
DTU001_0004888_0004913_lowqual.jpg,1974,11,0,0,1027,1009
DTU001_0004914_0004939_lowqual.jpg,1974,11,0,0,1008,990
DTU001_0004940_0004965_lowqual.jpg,1974,11,0,0,989,971
DTU001_0004966_0004991_lowqual.jpg,1974,11,0,0,970,952
DTU001_0004992_0005017_lowqual.jpg,1974,11,0,0,951,933
DTU001_0005018_0005043_lowqual.jpg,1974,11,0,0,932,914
DTU001_0005044_0005069_lowqual.jpg,1974,11,0,0,913,895
DTU001_0005070_0005095_lowqual.jpg,1974,11,0,0,894,876
DTU001_0005096_0005121_lowqual.jpg,1974,11,0,0,875,857
DTU001_0005122_0005147_lowqual.jpg,1974,11,0,0,856,838
DTU001_0005148_0005173_lowqual.jpg,1974,11,0,0,837,819
DTU001_0005174_0005199_lowqual.jpg,1974,11,0,0,816,778
DTU001_0005200_0005225_lowqual.jpg,1974,11,0,0,777,759
DTU001_0005226_0005251_lowqual.jpg,1974,11,0,0,758,740
DTU001_0005252_0005277_lowqual.jpg,1974,11,0,0,739,721
DTU001_0005278_0005303_lowqual.jpg,1974,11,0,0,720,702
DTU001_0005304_0005329_lowqual.jpg,1974,11,0,0,701,683
DTU001_0005330_0005355_lowqual.jpg,1974,11,0,0,682,664
DTU001_0005356_0005381_lowqual.jpg,1974,11,0,0,663,645
DTU001_0005382_0005407_lowqual.jpg,1974,11,0,0,644,626
DTU001_0005408_0005433_lowqual.jpg,1974,11,0,0,625,607
DTU001_0005434_0005459_lowqual.jpg,1974,11,0,0,606,588
DTU001_0005460_0005485_lowqual.jpg,1974,11,0,0,580,562
