124,-49.377,66.25,1577,1039
125,-49.352,66.245,1606,985
128,-49.278,66.228,1651,999
130,-49.232,66.213,1650,900
131,-49.203,66.208,1702,20
133,-49.16,66.197,1696,976
134,-49.117,66.188,1751,948
136,-49.078,66.177,1705,788
276,-45.458,65.135,2931,843
280,-45.353,65.103,2972,974
282,-45.298,65.087,2972,846
283,-45.275,65.078,2967,932
285,-45.223,65.062,2956,982
287,-45.172,65.045,2967,856
290,-45.095,65.02,2998,856
291,-45.068,65.012,3011,793
292,-45.043,65.005,3013,795
293,-45.017,64.993,3086,910
295,-44.968,64.978,3019,998
299,-44.863,64.943,3031,1025
301,-44.812,64.928,3038,896
303,-44.763,64.913,3096,924
308,-44.642,64.873,3113,1105
310,-44.593,64.858,3119,1134
315,-44.472,64.818,3107,1114
316,-44.443,64.812,3093,1018
318,-44.392,64.795,3156,1133
322,-44.283,64.76,3113,1264
327,-44.153,64.717,3101,1260
328,-44.125,64.708,3105,1286
330,-44.077,64.692,3104,1361
331,-44.048,64.685,3098,1294
332,-44.023,64.675,3122,1356
333,-43.995,64.667,3134,1444
336,-43.915,64.64,3124,1399
337,-43.892,64.632,3094,1377
338,-43.863,64.623,3089,1432
342,-43.758,64.588,3013,1212
344,-43.708,64.572,3040,1292
346,-43.655,64.555,3024,1360
348,-43.603,64.537,3022,1312
353,-43.477,64.497,2997,1588
354,-43.45,64.487,2987,1601
355,-43.427,64.478,2976,1483
356,-43.402,64.47,2947,1318
362,-43.243,64.418,2919,1198
369,-43.06,64.355,2872,1850
370,-43.033,64.347,2902,1941
371,-43.007,64.338,2883,2014
372,-42.983,64.328,2876,2106
374,-42.932,64.312,2857,2133
376,-42.878,64.293,2780,1956
377,-42.852,64.283,2758,1965
378,-42.823,64.273,2716,1709
379,-42.798,64.265,2707,1716
380,-42.768,64.255,2697,1667
383,-42.688,64.225,2659,1767
384,-42.658,64.213,2661,1685
386,-42.607,64.197,2609,1907
387,-42.582,64.188,2529,1827
388,-42.557,64.178,2509,1914
391,-42.477,64.15,2440,1555
392,-42.447,64.14,2377,1599
394,-42.388,64.118,2309,1675
395,-42.362,64.11,2222,1436
397,-42.307,64.092,2227,1373
398,-42.28,64.082,2167,1281
399,-42.253,64.072,2174,1182
401,-42.198,64.052,2150,1261
403,-42.143,64.032,2012,1506
469,-42.498,63.863,2417,1669
471,-42.553,63.863,2462,1691
472,-42.58,63.863,2529,1639
473,-42.608,63.863,2533,1667
476,-42.697,63.867,2702,1969
477,-42.723,63.867,2690,1800
480,-42.805,63.868,2751,1908
481,-42.832,63.868,2779,1857
482,-42.862,63.868,2755,1770
483,-42.887,63.868,2770,1737
484,-42.915,63.868,2807,1727
486,-42.972,63.87,2810,1723
487,-43,63.87,2906,1818
488,-43.018,63.872,2875,1606
490,-43.085,63.872,2886,1490
492,-43.142,63.872,2930,1606
498,-43.328,63.872,2971,1275
500,-43.392,63.87,3000,1412
502,-43.453,63.87,3030,1088
506,-43.578,63.868,3106,1033
507,-43.613,63.868,3098,978
509,-43.677,63.868,3088,1122
510,-43.707,63.868,3117,858
511,-43.738,63.868,3103,829
514,-43.835,63.868,3124,1017
515,-43.868,63.868,3158,1169
523,-44.123,63.872,3190,1231
531,-44.382,63.872,3199,1319
536,-44.54,63.872,3165,1294
537,-44.573,63.873,3184,1282
547,-44.892,63.872,3156,1169
548,-44.923,63.873,3130,1143
549,-44.958,63.873,3170,1153
553,-45.083,63.872,3140,1220
554,-45.118,63.873,3115,1271
555,-45.152,63.872,3116,1362
557,-45.217,63.873,3074,1019
561,-45.347,63.875,3108,1146
996,-45.177,64.548,3078,822
1020,-44.377,64.548,3141,1325
1024,-44.242,64.548,3097,1524
1028,-44.107,64.547,3116,1422
1030,-44.042,64.547,3100,1133
1035,-43.873,64.545,3045,1107
1038,-43.773,64.545,3043,1425
1039,-43.745,64.543,3015,1344
1040,-43.71,64.545,3030,1344
1043,-43.612,64.543,3024,1315
1044,-43.582,64.543,2999,1267
1045,-43.55,64.543,2977,1268
1047,-43.485,64.54,2957,1543
1048,-43.455,64.54,2927,1468
1049,-43.422,64.538,2938,1463
1050,-43.392,64.54,2860,1393
1051,-43.358,64.538,2907,1410
1054,-43.258,64.538,2817,1100
1055,-43.228,64.538,2832,1032
1057,-43.162,64.537,2802,1263
1058,-43.132,64.537,2760,1123
1060,-43.063,64.533,2743,1046
1061,-43.035,64.533,2733,1007
1065,-42.907,64.532,2602,1146
1067,-42.845,64.532,2653,1069
1068,-42.813,64.532,2591,1007
1069,-42.78,64.53,2595,1034
1070,-42.752,64.53,2601,1032
1071,-42.717,64.53,2548,1219
1072,-42.687,64.528,2524,1358
1074,-42.623,64.528,2525,1307
1075,-42.592,64.527,2480,1299
1078,-42.498,64.527,2386,1221
1081,-42.403,64.523,2333,1137
1084,-42.312,64.523,2233,1165
1085,-42.278,64.523,2243,1153
1086,-42.247,64.522,2206,1319
1087,-42.217,64.52,2102,1155
1091,-42.092,64.517,1986,1092
1093,-42.032,64.513,1937,1005
1095,-41.97,64.512,1894,955
1097,-41.908,64.508,1801,930
1098,-41.877,64.507,1748,NaN
1297,-41.553,65.148,1593,1057
1298,-41.588,65.15,1618,928
1299,-41.622,65.15,1622,839
1300,-41.657,65.148,1582,736
1303,-41.762,65.148,1731,893
1304,-41.793,65.147,1763,793
1305,-41.828,65.147,1830,953
1306,-41.865,65.148,1888,1104
1307,-41.897,65.15,1898,1176
1308,-41.928,65.15,1973,1228
1309,-41.963,65.15,2024,1124
1312,-42.068,65.152,2126,799
1313,-42.098,65.152,2133,619
1315,-42.17,65.152,2163,665
1318,-42.272,65.152,2139,913
1319,-42.303,65.152,2173,1048
1320,-42.342,65.152,2186,1029
1321,-42.373,65.152,2223,981
1322,-42.408,65.152,2250,1071
1324,-42.478,65.152,2304,1272
1325,-42.513,65.152,2373,1365
1327,-42.583,65.152,2394,1393
1328,-42.622,65.153,2412,1141
1333,-42.798,65.152,2450,921
1334,-42.837,65.152,2536,1144
1335,-42.872,65.15,2536,1250
1336,-42.907,65.15,2549,1301
1337,-42.942,65.148,2566,1265
1338,-42.977,65.148,2604,1273
1339,-43.013,65.148,2648,1438
1341,-43.087,65.148,2665,1333
1343,-43.157,65.148,2652,1343
1344,-43.193,65.147,2672,1338
1347,-43.302,65.147,2718,1090
1348,-43.333,65.148,2746,990
1350,-43.408,65.148,2738,922
1352,-43.478,65.148,2747,795
1400,-44.093,65.135,2911,1184
1402,-44.138,65.11,2934,1010
1404,-44.183,65.088,2937,1331
1405,-44.208,65.077,2953,1226
1406,-44.232,65.065,2920,1472
1409,-44.298,65.032,2965,1139
1411,-44.343,65.007,2999,1400
1413,-44.388,64.983,3032,1123
1416,-44.46,64.948,3056,1275
1423,-44.62,64.867,3074,1256
1425,-44.667,64.843,3061,1286
1426,-44.688,64.832,3074,1420
1429,-44.718,64.788,3062,1160
1430,-44.705,64.777,3011,1147
1435,-44.553,64.78,3042,1004
1436,-44.538,64.79,3075,127
1437,-44.527,64.805,3079,147
1438,-44.513,64.817,3037,44
1439,-44.495,64.828,3054,46
1442,-44.44,64.862,3039,1115
1448,-44.333,64.932,3025,1176
1456,-44.183,65.022,2972,1106
1462,-44.057,65.083,2940,105
1494,-44.353,65.215,2937,1048
1496,-44.427,65.217,2937,1296
1499,-44.533,65.218,3006,124
1500,-44.568,65.222,2952,32
1501,-44.607,65.222,2968,33
1503,-44.677,65.223,2942,14
1504,-44.71,65.223,2981,952
1508,-44.853,65.223,2949,920
1510,-44.925,65.223,2926,904
1511,-44.962,65.223,2900,946
1512,-44.993,65.223,2988,883
1513,-45.032,65.223,2927,897
1517,-45.173,65.227,2940,835
1519,-45.247,65.227,2901,14
1555,-46.51,65.223,2679,759
1556,-46.543,65.223,2660,823
1557,-46.577,65.223,2661,680
2010,-48.552,66.42,1791,721
2024,-48.482,66.597,1803,801
2029,-48.453,66.658,1761,691
2062,-48.178,67.015,1857,408
2066,-48.238,66.982,1788,402
2072,-48.438,66.98,1797,805
2075,-48.542,66.978,1724,421
2076,-48.577,66.978,1693,595
2093,-49.158,66.977,1479,815
