48,-50.683,67.025,-58,NaN
49,-50.658,67.025,-59,NaN
50,-50.633,67.025,-55,NaN
51,-50.603,67.032,-52,NaN
52,-50.577,67.035,-30,NaN
53,-50.545,67.037,4,NaN
54,-50.515,67.043,22,NaN
55,-50.487,67.048,138,NaN
56,-50.458,67.057,141,NaN
57,-50.438,67.063,86,NaN
58,-50.41,67.07,183,NaN
59,-50.387,67.078,281,NaN
60,-50.36,67.087,262,NaN
61,-50.332,67.095,271,NaN
62,-50.303,67.1,194,NaN
63,-50.26,67.103,182,NaN
64,-50.218,67.1,304,NaN
65,-50.183,67.093,376,NaN
66,-50.145,67.088,435,NaN
67,-50.11,67.087,467,NaN
68,-50.068,67.078,487,NaN
69,-50.032,67.075,553,NaN
70,-49.998,67.07,570,NaN
71,-49.955,67.065,606,NaN
72,-49.922,67.063,620,NaN
73,-49.878,67.058,627,NaN
75,-49.808,67.048,724,NaN
76,-49.77,67.045,779,NaN
77,-49.735,67.042,786,NaN
78,-49.693,67.038,814,NaN
79,-49.655,67.033,825,NaN
80,-49.623,67.03,864,NaN
81,-49.583,67.025,886,NaN
82,-49.555,67.023,899,NaN
83,-49.515,67.022,908,NaN
84,-49.478,67.025,907,NaN
85,-49.453,67.032,924,NaN
86,-49.423,67.043,969,NaN
87,-49.41,67.053,967,NaN
88,-49.402,67.068,1005,91
89,-49.393,67.082,989,141
90,-49.387,67.095,982,211
91,-49.378,67.11,1004,-14
92,-49.373,67.122,1002,-109
93,-49.363,67.135,1024,-184
94,-49.352,67.15,1049,26
95,-49.337,67.162,1059,160
96,-49.322,67.178,1068,271
97,-49.313,67.19,1079,269
98,-49.298,67.202,1080,212
99,-49.285,67.218,1098,317
100,-49.277,67.228,1104,295
101,-49.263,67.243,1113,-12
102,-49.252,67.258,1109,110
103,-49.237,67.273,1124,168
104,-49.227,67.288,1124,195
105,-49.215,67.3,1131,358
106,-49.203,67.317,1143,428
107,-49.193,67.328,1135,489
109,-49.167,67.362,1169,215
118,-49.15,67.375,1182,335
111,-49.138,67.388,1179,428
112,-49.133,67.4,1182,452
113,-49.115,67.413,1192,472
114,-49.105,67.432,1203,498
115,-49.092,67.447,1207,313
116,-49.078,67.462,1219,259
117,-49.067,67.475,1201,369
118,-49.053,67.488,1210,158
119,-49.043,67.502,1213,227
120,-49.032,67.515,1213,260
121,-49.013,67.535,1234,366
122,-49.002,67.55,1212,289
123,-48.993,67.56,1210,407
124,-48.98,67.577,1233,405
126,-48.953,67.603,1239,416
127,-48.942,67.617,1254,403
128,-48.93,67.633,1245,379
129,-48.917,67.648,1247,443
130,-48.902,67.66,1257,290
132,-48.878,67.692,1286,77
133,-48.865,67.703,1271,357
134,-48.853,67.718,1275,337
135,-48.845,67.73,1282,247
136,-48.83,67.748,1288,256
137,-48.815,67.762,1308,204
138,-48.805,67.773,1311,340
139,-48.792,67.788,1327,282
140,-48.782,67.803,1318,289
141,-48.765,67.817,1326,108
142,-48.752,67.832,1331,88
143,-48.737,67.845,1329,119
144,-48.723,67.863,1333,-1
145,-48.713,67.873,1344,29
146,-48.697,67.89,1348,-4
147,-48.683,67.905,1353,-103
148,-48.673,67.917,1355,57
149,-48.662,67.932,1339,214
150,-48.648,67.947,1365,209
151,-48.637,67.962,1373,224
152,-48.623,67.977,1373,229
153,-48.61,67.988,1373,265
154,-48.595,68.002,1377,330
155,-48.583,68.015,1390,315
156,-48.57,68.03,1400,175
157,-48.558,68.047,1413,163
158,-48.543,68.06,1417,-133
159,-48.527,68.077,1406,-205
160,-48.518,68.088,1408,-73
161,-48.502,68.103,1419,-108
162,-48.487,68.117,1412,-238
163,-48.477,68.132,1415,-317
164,-48.463,68.147,1412,-262
165,-48.45,68.16,1410,10
166,-48.435,68.175,1421,100
167,-48.418,68.192,1421,23
168,-48.408,68.205,1436,-64
169,-48.39,68.218,1440,-9
170,-48.385,68.232,1430,203
171,-48.367,68.248,1428,16
172,-48.352,68.263,1424,20
174,-48.325,68.293,1445,-40
175,-48.315,68.303,1466,18
177,-48.282,68.337,1474,99
178,-48.273,68.348,1473,208
179,-48.26,68.363,1481,136
180,-48.247,68.377,1469,227
181,-48.228,68.39,1441,185
182,-48.215,68.408,1444,63
183,-48.205,68.42,1455,91
184,-48.19,68.433,1465,244
185,-48.175,68.447,1474,235
186,-48.162,68.465,1482,249
187,-48.148,68.478,1489,252
188,-48.135,68.492,1494,330
189,-48.115,68.508,1496,330
191,-48.092,68.537,1510,80
192,-48.078,68.55,1514,-1
193,-48.067,68.563,1499,-358
194,-48.05,68.58,1475,58
195,-48.037,68.593,1488,131
196,-48.022,68.607,1492,154
197,-48.007,68.625,1482,150
198,-47.997,68.638,1510,126
199,-47.978,68.652,1521,173
200,-47.967,68.663,1505,-1
201,-47.95,68.682,1493,-147
202,-47.938,68.695,1507,-71
203,-47.923,68.708,1517,-225
204,-47.908,68.725,1525,-199
205,-47.895,68.738,1519,-104
206,-47.882,68.753,1516,-97
207,-47.865,68.77,1511,-14
208,-47.855,68.78,1492,-19
209,-47.838,68.797,1492,-242
210,-47.825,68.81,1494,-235
211,-47.81,68.827,1480,-284
212,-47.792,68.842,1479,-289
213,-47.782,68.853,1474,-361
214,-47.763,68.868,1472,-271
215,-47.753,68.882,1482,-42
216,-47.74,68.898,1486,-143
217,-47.723,68.913,1501,NaN
218,-47.708,68.925,1502,NaN
219,-47.693,68.942,1530,-67
220,-47.683,68.955,1547,-52
221,-47.667,68.968,1548,111
222,-47.648,68.987,1554,156
223,-47.638,68.998,1554,158
224,-47.622,69.012,1523,101
225,-47.607,69.027,1538,-148
226,-47.592,69.042,1544,-145
228,-47.565,69.07,1552,-218
229,-47.55,69.087,1557,-65
230,-47.533,69.098,1560,43
231,-47.52,69.112,1555,138
232,-47.507,69.128,1586,67
233,-47.497,69.143,1621,NaN
234,-47.477,69.157,1635,NaN
