182,-47.818,68.218,1819,NaN
183,-47.813,68.228,1818,NaN
186,-47.788,68.257,1832,NaN
187,-47.782,68.265,1842,NaN
192,-47.743,68.31,1835,NaN
194,-47.73,68.33,1837,NaN
195,-47.718,68.34,1848,NaN
197,-47.707,68.355,1836,NaN
201,-47.675,68.39,1835,NaN
202,-47.67,68.405,1821,NaN
206,-47.638,68.438,1807,NaN
209,-47.615,68.465,1798,NaN
213,-47.588,68.498,1807,260
215,-47.572,68.518,1805,410
217,-47.56,68.533,1784,369
219,-47.545,68.55,1790,359
223,-47.52,68.582,1803,NaN
225,-47.508,68.6,1829,NaN
227,-47.498,68.613,1823,NaN
228,-47.487,68.623,1814,NaN
232,-47.463,68.655,1807,NaN
234,-47.453,68.668,1814,NaN
235,-47.443,68.678,1821,NaN
236,-47.438,68.685,1815,NaN
238,-47.423,68.702,1807,NaN
239,-47.412,68.708,1808,NaN
240,-47.41,68.717,1849,NaN
241,-47.405,68.723,1844,NaN
245,-47.375,68.757,1834,NaN
246,-47.368,68.763,1833,NaN
248,-47.353,68.78,1821,NaN
249,-47.348,68.787,1786,NaN
255,-47.31,68.833,1794,NaN
257,-47.297,68.848,1797,NaN
260,-47.275,68.872,1805,NaN
267,-47.227,68.925,1822,NaN
268,-47.218,68.935,1823,NaN
270,-47.208,68.95,1826,NaN
273,-47.188,68.97,1841,NaN
276,-47.168,68.997,1843,NaN
278,-47.152,69.01,1843,NaN
279,-47.147,69.018,1849,NaN
280,-47.14,69.023,1849,417
281,-47.135,69.032,1841,436
285,-47.105,69.065,1947,192
287,-47.095,69.077,1956,-58
301,-47.002,69.182,1943,332
312,-46.928,69.268,1955,134
337,-46.763,69.452,2077,107
339,-46.747,69.467,2095,67
343,-46.72,69.497,2079,471
345,-46.708,69.51,2102,389
346,-46.703,69.518,2087,339
353,-46.652,69.568,2142,298
355,-46.643,69.583,2136,111
356,-46.637,69.59,2128,244
359,-46.615,69.612,2147,194
360,-46.607,69.622,2160,NaN
363,-46.588,69.64,2159,353
368,-46.553,69.68,2185,236
372,-46.525,69.708,2195,187
374,-46.51,69.72,2205,117
375,-46.503,69.73,2210,143
388,-46.42,69.825,2247,275
390,-46.405,69.838,2256,353
391,-46.397,69.845,2263,332
403,-46.313,69.932,2303,NaN
404,-46.308,69.94,2308,NaN
410,-46.263,69.982,2342,NaN
411,-46.253,69.99,2341,NaN
419,-46.202,70.048,2363,286
420,-46.195,70.057,2367,294
421,-46.183,70.065,2373,246
424,-46.168,70.083,2373,327
427,-46.14,70.107,2379,353
431,-46.11,70.137,2391,408
433,-46.1,70.148,2407,411
435,-46.083,70.163,2421,187
438,-46.058,70.188,2407,412
443,-46.022,70.22,2429,343
445,-46.007,70.237,2436,419
450,-45.97,70.27,2450,513
453,-45.952,70.292,2469,513
458,-45.91,70.328,2477,448
475,-45.78,70.455,2536,317
477,-45.765,70.467,2539,NaN
481,-45.737,70.498,2565,NaN
484,-45.715,70.515,2563,286
489,-45.68,70.553,2545,461
490,-45.673,70.558,2548,537
492,-45.66,70.575,2597,269
493,-45.65,70.578,2606,NaN
494,-45.64,70.587,2620,NaN
495,-45.632,70.598,2618,NaN
496,-45.625,70.602,2609,NaN
498,-45.61,70.618,2606,212
500,-45.593,70.632,2613,NaN
506,-45.545,70.675,2618,371
507,-45.537,70.68,2626,389
511,-45.5,70.713,2660,385
516,-45.465,70.748,2581,NaN
517,-45.457,70.753,2583,NaN
518,-45.447,70.763,2592,NaN
521,-45.42,70.787,2592,66
523,-45.407,70.8,2592,31
526,-45.385,70.82,2587,NaN
527,-45.375,70.828,2592,56
531,-45.342,70.86,2607,NaN
532,-45.332,70.867,2608,NaN
534,-45.318,70.878,2619,NaN
536,-45.307,70.895,2632,NaN
538,-45.283,70.908,2642,NaN
539,-45.277,70.917,2642,NaN
541,-45.258,70.933,2650,NaN
545,-45.225,70.963,2658,NaN
546,-45.218,70.968,2656,NaN
547,-45.212,70.975,2655,NaN
550,-45.188,70.998,2665,NaN
551,-45.172,71.007,2669,NaN
555,-45.14,71.037,2678,NaN
556,-45.133,71.045,2681,NaN
558,-45.115,71.06,2686,NaN
560,-45.103,71.072,2694,NaN
562,-45.083,71.088,2695,NaN
563,-45.077,71.092,2698,NaN
564,-45.072,71.102,2702,NaN
565,-45.057,71.112,2699,NaN
566,-45.053,71.115,2698,NaN
570,-45.022,71.145,2713,NaN
571,-45.012,71.157,2715,NaN
574,-44.988,71.175,2728,NaN
575,-44.98,71.182,2730,NaN
576,-44.973,71.19,2732,NaN
578,-44.957,71.205,2744,NaN
579,-44.947,71.213,2736,NaN
581,-44.928,71.227,2743,NaN
584,-44.91,71.243,2763,NaN
587,-44.883,71.265,2766,NaN
588,-44.867,71.277,2771,NaN
593,-44.83,71.31,2780,NaN
594,-44.82,71.318,2786,NaN
595,-44.808,71.328,2787,NaN
596,-44.803,71.333,2786,NaN
599,-44.775,71.355,2798,NaN
602,-44.75,71.378,2803,NaN
603,-44.742,71.385,2802,NaN
605,-44.725,71.41,2814,NaN
609,-44.69,71.428,2821,NaN
614,-44.648,71.463,2830,353
616,-44.633,71.478,2833,342
620,-44.6,71.51,2841,374
622,-44.575,71.525,2850,388
623,-44.57,71.532,2850,399
624,-44.563,71.535,2851,400
627,-44.535,71.558,2857,392
628,-44.525,71.568,2866,400
631,-44.498,71.592,2870,322
632,-44.488,71.595,2862,313
633,-44.482,71.605,2863,344
634,-44.475,71.612,2870,327
635,-44.465,71.618,2877,318
636,-44.455,71.627,2880,329
637,-44.45,71.632,2881,353
638,-44.442,71.643,2890,323
639,-44.435,71.647,2892,336
640,-44.428,71.657,2892,337
642,-44.41,71.67,2894,329
645,-44.382,71.693,2911,360
646,-44.375,71.697,2913,313
647,-44.365,71.703,2905,310
649,-44.352,71.718,2922,310
650,-44.343,71.727,2919,301
651,-44.328,71.735,2929,248
652,-44.322,71.742,2932,248
653,-44.315,71.748,2927,235
656,-44.285,71.77,2939,228
657,-44.275,71.777,2939,218
659,-44.258,71.793,2941,224
661,-44.237,71.808,2941,213
663,-44.22,71.822,2944,239
665,-44.202,71.837,2951,282
669,-44.168,71.863,2965,192
671,-44.147,71.882,2960,181
672,-44.143,71.887,2963,142
673,-44.133,71.895,2967,168
676,-44.105,71.913,2972,162
677,-44.1,71.92,2973,148
679,-44.08,71.935,2971,NaN
681,-44.057,71.953,2977,NaN
682,-44.05,71.958,2976,NaN
685,-44.025,71.98,2977,NaN
686,-44.018,71.985,2981,NaN
688,-43.992,72,2984,NaN
689,-43.982,72.007,2986,NaN
693,-43.938,72.032,2992,NaN
696,-43.89,72.05,3000,NaN
699,-43.85,72.07,3006,NaN
703,-43.792,72.095,3005,NaN
704,-43.777,72.102,3010,NaN
706,-43.75,72.112,3015,NaN
707,-43.737,72.117,3012,NaN
711,-43.673,72.143,3024,NaN
712,-43.662,72.15,3022,NaN
714,-43.633,72.163,3027,NaN
715,-43.623,72.168,3030,NaN
720,-43.55,72.197,3036,NaN
721,-43.532,72.205,3039,NaN
722,-43.522,72.212,3041,NaN
723,-43.51,72.217,3041,NaN
